./../2025_DiVittorio_et_al/spatial_plots/elm_full_feedback_minus_control: (XCO2, 8.2277e-55)
./../2025_DiVittorio_et_al/spatial_plots/elm_full_feedback_minus_control: (PCO2, 2.9513e-02)
./../2025_DiVittorio_et_al/spatial_plots/elm_carbon_scaling_minus_control: (XCO2, 2.0275e-03)
./../2025_DiVittorio_et_al/spatial_plots/elm_full_feedback_minus_control_ensemble: (PCO2, 2.4679e-12)
./../2025_DiVittorio_et_al/spatial_plots/elm_full_feedback_minus_control_ensemble: (XCO2, 0.0000e+00)
./../2025_DiVittorio_et_al/spatial_plots/elm_full_feedback_minus_carbon_scaling: (XCO2, 7.8726e-36)
