Year,Region,LandType_Basin,Vegetation,Soil
2055,Africa_Eastern,CornC4_AfrCstE,1.13825,0.993452
2055,Africa_Eastern,FiberCrop_AfrCstE,1.71206,1.3053
2055,Africa_Eastern,FodderGrass_AfrCstE,1.13821,0.993458
2055,Africa_Eastern,FodderHerb_AfrCstE,1.71206,1.3053
2055,Africa_Eastern,FodderHerbC4_AfrCstE,1.13825,0.993452
2055,Africa_Eastern,Forest_AfrCstE,0.963494,0.96832
2055,Africa_Eastern,Fruits_AfrCstE,1.71206,1.3053
2055,Africa_Eastern,FruitsTree_AfrCstE,1,1
2055,Africa_Eastern,Grassland_AfrCstE,1.13821,0.993458
2055,Africa_Eastern,Legumes_AfrCstE,1.71206,1.3053
2055,Africa_Eastern,MiscCrop_AfrCstE,1.71206,1.3053
2055,Africa_Eastern,MiscCropC4_AfrCstE,1.13825,0.993452
2055,Africa_Eastern,MiscCropTree_AfrCstE,0.963169,0.968292
2055,Africa_Eastern,NutsSeeds_AfrCstE,1.71206,1.3053
2055,Africa_Eastern,NutsSeedsTree_AfrCstE,1,1
2055,Africa_Eastern,OilCrop_AfrCstE,1.71206,1.3053
2055,Africa_Eastern,OilCropTree_AfrCstE,0.963169,0.968292
2055,Africa_Eastern,OilPalmTree_AfrCstE,0.963169,0.968292
2055,Africa_Eastern,OtherArableLand_AfrCstE,1.71206,1.3053
2055,Africa_Eastern,OtherGrain_AfrCstE,1.71206,1.3053
2055,Africa_Eastern,OtherGrainC4_AfrCstE,1.13825,0.993452
2055,Africa_Eastern,Pasture_AfrCstE,1.13821,0.993458
2055,Africa_Eastern,ProtectedGrassland_AfrCstE,1.13821,0.993458
2055,Africa_Eastern,ProtectedShrubland_AfrCstE,1.41447,1.11209
2055,Africa_Eastern,ProtectedUnmanagedForest_AfrCstE,0.963494,0.96832
2055,Africa_Eastern,ProtectedUnmanagedPasture_AfrCstE,1.13821,0.993458
2055,Africa_Eastern,Rice_AfrCstE,1.71206,1.3053
2055,Africa_Eastern,RockIceDesert_AfrCstE,1,1
2055,Africa_Eastern,RootTuber_AfrCstE,1.71206,1.3053
2055,Africa_Eastern,Shrubland_AfrCstE,1.41447,1.11209
2055,Africa_Eastern,Soybean_AfrCstE,1.71206,1.3053
2055,Africa_Eastern,SugarCrop_AfrCstE,1.71206,1.3053
2055,Africa_Eastern,SugarCropC4_AfrCstE,1.13825,0.993452
2055,Africa_Eastern,Tundra_AfrCstE,1,0.932974
2055,Africa_Eastern,UnmanagedForest_AfrCstE,0.963494,0.96832
2055,Africa_Eastern,UnmanagedPasture_AfrCstE,1.13821,0.993458
2055,Africa_Eastern,UrbanLand_AfrCstE,1,1
2055,Africa_Eastern,Vegetables_AfrCstE,1.71206,1.3053
2055,Africa_Eastern,Wheat_AfrCstE,1.71206,1.3053
2055,Africa_Eastern,biomassGrass_AfrCstE,1.13825,0.993452
2055,Africa_Eastern,biomassTree_AfrCstE,0.963169,0.968292
2055,Africa_Eastern,CornC4_AfrCstNE,1.16982,0.974526
