"","Units","scenario","region","year","value"
"1","MTC","Control","Africa_Eastern",1975,2.877035859
"2","MTC","Control","Africa_Eastern",1990,7.295419614
"3","MTC","Control","Africa_Eastern",2005,13.0964611156
"4","MTC","Control","Africa_Eastern",2010,18.3840202204
"5","MTC","Control","Africa_Eastern",2015,22.3113387982
"6","MTC","Control","Africa_Eastern",2020,32.48803491791
"7","MTC","Control","Africa_Eastern",2025,36.4663243086
"8","MTC","Control","Africa_Eastern",2030,41.46998782579
"9","MTC","Control","Africa_Eastern",2035,46.4027372272
"10","MTC","Control","Africa_Eastern",2040,51.88648715242
"11","MTC","Control","Africa_Eastern",2045,57.11367172395
"12","MTC","Control","Africa_Eastern",2050,63.69859469103
"13","MTC","Control","Africa_Eastern",2055,74.59223689966
"14","MTC","Control","Africa_Eastern",2060,87.716991031756
"15","MTC","Control","Africa_Eastern",2065,101.443774389586
"16","MTC","Control","Africa_Eastern",2070,113.58118716465
"17","MTC","Control","Africa_Eastern",2075,124.14240867808
"18","MTC","Control","Africa_Eastern",2080,133.435784548474
"19","MTC","Control","Africa_Eastern",2085,140.889075507477
"20","MTC","Control","Africa_Eastern",2090,149.678069725726
"21","MTC","Control","Africa_Eastern",2095,161.911097730797
"22","MTC","Control","Africa_Eastern",2100,173.597395802848
"23","MTC","Control","Africa_Northern",1975,10.9975018
"24","MTC","Control","Africa_Northern",1990,62.0541940838
"25","MTC","Control","Africa_Northern",2005,104.91401049798
"26","MTC","Control","Africa_Northern",2010,125.83799468382
"27","MTC","Control","Africa_Northern",2015,142.69347672577
"28","MTC","Control","Africa_Northern",2020,165.097222065714
"29","MTC","Control","Africa_Northern",2025,179.184233710908
"30","MTC","Control","Africa_Northern",2030,194.860906824735
"31","MTC","Control","Africa_Northern",2035,205.540850463523
"32","MTC","Control","Africa_Northern",2040,215.628842881831
"33","MTC","Control","Africa_Northern",2045,226.691141486646
"34","MTC","Control","Africa_Northern",2050,236.996393528151
"35","MTC","Control","Africa_Northern",2055,247.663178022347
"36","MTC","Control","Africa_Northern",2060,256.815141175825
"37","MTC","Control","Africa_Northern",2065,257.559298824774
"38","MTC","Control","Africa_Northern",2070,258.352562308034
"39","MTC","Control","Africa_Northern",2075,254.262764154363
"40","MTC","Control","Africa_Northern",2080,245.264472148291
"41","MTC","Control","Africa_Northern",2085,232.553290941233
"42","MTC","Control","Africa_Northern",2090,220.693455119404
"43","MTC","Control","Africa_Northern",2095,211.225119399952
"44","MTC","Control","Africa_Northern",2100,202.357545754658
"45","MTC","Control","Africa_Southern",1975,4.264416494
"46","MTC","Control","Africa_Southern",1990,10.153773092
"47","MTC","Control","Africa_Southern",2005,11.1191573741
"48","MTC","Control","Africa_Southern",2010,14.087995344
"49","MTC","Control","Africa_Southern",2015,20.89281825634
"50","MTC","Control","Africa_Southern",2020,29.2281528474793
"51","MTC","Control","Africa_Southern",2025,32.5432639303389
"52","MTC","Control","Africa_Southern",2030,36.3721807082448
"53","MTC","Control","Africa_Southern",2035,40.3186810607381
"54","MTC","Control","Africa_Southern",2040,45.4352340500896
"55","MTC","Control","Africa_Southern",2045,52.4703910863312
"56","MTC","Control","Africa_Southern",2050,62.6454117164575
"57","MTC","Control","Africa_Southern",2055,77.178046405281
"58","MTC","Control","Africa_Southern",2060,95.4809641581044
"59","MTC","Control","Africa_Southern",2065,114.992885715498
"60","MTC","Control","Africa_Southern",2070,135.564381239925
"61","MTC","Control","Africa_Southern",2075,153.715295622735
"62","MTC","Control","Africa_Southern",2080,166.177187211023
"63","MTC","Control","Africa_Southern",2085,171.303450125759
"64","MTC","Control","Africa_Southern",2090,171.402663149107
"65","MTC","Control","Africa_Southern",2095,169.221740287079
"66","MTC","Control","Africa_Southern",2100,169.97339783041
"67","MTC","Control","Africa_Western",1975,5.65993855
"68","MTC","Control","Africa_Western",1990,17.057191797
"69","MTC","Control","Africa_Western",2005,31.69999450911
"70","MTC","Control","Africa_Western",2010,36.04074216037
"71","MTC","Control","Africa_Western",2015,48.87009503978
"72","MTC","Control","Africa_Western",2020,66.4261243810534
"73","MTC","Control","Africa_Western",2025,81.3204909583752
"74","MTC","Control","Africa_Western",2030,99.6664977920682
"75","MTC","Control","Africa_Western",2035,119.773741875947
"76","MTC","Control","Africa_Western",2040,146.812514455421
"77","MTC","Control","Africa_Western",2045,183.289904176684
"78","MTC","Control","Africa_Western",2050,231.784827634958
"79","MTC","Control","Africa_Western",2055,293.113873615838
"80","MTC","Control","Africa_Western",2060,362.720919913597
"81","MTC","Control","Africa_Western",2065,433.7242607226
"82","MTC","Control","Africa_Western",2070,499.984820410073
"83","MTC","Control","Africa_Western",2075,555.445588854673
"84","MTC","Control","Africa_Western",2080,596.250370548921
"85","MTC","Control","Africa_Western",2085,621.65059034668
"86","MTC","Control","Africa_Western",2090,639.286230052069
"87","MTC","Control","Africa_Western",2095,655.656518562542
"88","MTC","Control","Africa_Western",2100,664.235967424775
"89","MTC","Control","Argentina",1975,11.02997155
"90","MTC","Control","Argentina",1990,28.6565529834
"91","MTC","Control","Argentina",2005,42.393505793
"92","MTC","Control","Argentina",2010,51.816521072
"93","MTC","Control","Argentina",2015,55.842990557
"94","MTC","Control","Argentina",2020,60.02612686449
"95","MTC","Control","Argentina",2025,63.07529855514
"96","MTC","Control","Argentina",2030,63.51693447827
"97","MTC","Control","Argentina",2035,62.46776564386
"98","MTC","Control","Argentina",2040,60.59910448104
"99","MTC","Control","Argentina",2045,58.090118659348
"100","MTC","Control","Argentina",2050,55.481310113094
"101","MTC","Control","Argentina",2055,53.7756275074566
"102","MTC","Control","Argentina",2060,52.216494042454
"103","MTC","Control","Argentina",2065,49.1293428849222
"104","MTC","Control","Argentina",2070,46.363077177834
"105","MTC","Control","Argentina",2075,42.2871942152722
"106","MTC","Control","Argentina",2080,36.6302871172882
"107","MTC","Control","Argentina",2085,29.294886371901
"108","MTC","Control","Argentina",2090,21.881926504173
"109","MTC","Control","Argentina",2095,15.4806804683215
"110","MTC","Control","Argentina",2100,9.31354631782815
"111","MTC","Control","Australia_NZ",1975,29.21162435
"112","MTC","Control","Australia_NZ",1990,81.52909447
"113","MTC","Control","Australia_NZ",2005,115.05888491
"114","MTC","Control","Australia_NZ",2010,120.55486018
"115","MTC","Control","Australia_NZ",2015,118.93155669
"116","MTC","Control","Australia_NZ",2020,125.25420310118
"117","MTC","Control","Australia_NZ",2025,130.83474610607
"118","MTC","Control","Australia_NZ",2030,129.654037775
"119","MTC","Control","Australia_NZ",2035,123.7554747016
"120","MTC","Control","Australia_NZ",2040,116.2435051713
"121","MTC","Control","Australia_NZ",2045,108.76234031868
"122","MTC","Control","Australia_NZ",2050,100.58716215013
"123","MTC","Control","Australia_NZ",2055,94.730934558068
"124","MTC","Control","Australia_NZ",2060,90.3407627863959
"125","MTC","Control","Australia_NZ",2065,85.6522039548897
"126","MTC","Control","Australia_NZ",2070,80.3327740275983
"127","MTC","Control","Australia_NZ",2075,72.679286249529
"128","MTC","Control","Australia_NZ",2080,62.8678144586182
"129","MTC","Control","Australia_NZ",2085,51.5020944217835
"130","MTC","Control","Australia_NZ",2090,41.4259482106802
"131","MTC","Control","Australia_NZ",2095,33.4387891005784
"132","MTC","Control","Australia_NZ",2100,25.5925414732904
"133","MTC","Control","Brazil",1975,27.46544848
"134","MTC","Control","Brazil",1990,59.05760217
"135","MTC","Control","Brazil",2005,97.70810128
"136","MTC","Control","Brazil",2010,116.477671836
"137","MTC","Control","Brazil",2015,138.42111198
"138","MTC","Control","Brazil",2020,150.9405995411
"139","MTC","Control","Brazil",2025,159.3555019732
"140","MTC","Control","Brazil",2030,158.4037140522
"141","MTC","Control","Brazil",2035,152.526216006
"142","MTC","Control","Brazil",2040,142.4045174156
"143","MTC","Control","Brazil",2045,129.56361076627
"144","MTC","Control","Brazil",2050,115.54401154911
"145","MTC","Control","Brazil",2055,106.886173758299
"146","MTC","Control","Brazil",2060,101.982152434534
"147","MTC","Control","Brazil",2065,93.8457673882148
"148","MTC","Control","Brazil",2070,86.2465343062081
"149","MTC","Control","Brazil",2075,74.7195521308353
"150","MTC","Control","Brazil",2080,57.2627756172397
"151","MTC","Control","Brazil",2085,34.1526659600898
"152","MTC","Control","Brazil",2090,11.0906187281092
"153","MTC","Control","Brazil",2095,-8.65066174405199
"154","MTC","Control","Brazil",2100,-28.1307993114427
"155","MTC","Control","Canada",1975,54.05367988
"156","MTC","Control","Canada",1990,116.879897011
"157","MTC","Control","Canada",2005,148.406919634
"158","MTC","Control","Canada",2010,141.468695594
"159","MTC","Control","Canada",2015,149.780975884
"160","MTC","Control","Canada",2020,153.1469950453
"161","MTC","Control","Canada",2025,154.91637948984
"162","MTC","Control","Canada",2030,150.6783917322
"163","MTC","Control","Canada",2035,143.5826281308
"164","MTC","Control","Canada",2040,135.1246731463
"165","MTC","Control","Canada",2045,126.62423749807
"166","MTC","Control","Canada",2050,118.16338283473
"167","MTC","Control","Canada",2055,112.090571286173
"168","MTC","Control","Canada",2060,106.651556545383
"169","MTC","Control","Canada",2065,100.016614654706
"170","MTC","Control","Canada",2070,92.8470837434578
"171","MTC","Control","Canada",2075,83.0570178592283
"172","MTC","Control","Canada",2080,69.2731522831843
"173","MTC","Control","Canada",2085,51.9679137737703
"174","MTC","Control","Canada",2090,35.5879312079497
"175","MTC","Control","Canada",2095,23.360344168309
"176","MTC","Control","Canada",2100,12.405429457287
"177","MTC","Control","Central America and Caribbean",1975,10.958797688754
"178","MTC","Control","Central America and Caribbean",1990,28.812851813283
"179","MTC","Control","Central America and Caribbean",2005,46.9988728579
"180","MTC","Control","Central America and Caribbean",2010,53.5028366574
"181","MTC","Control","Central America and Caribbean",2015,56.73736112069
"182","MTC","Control","Central America and Caribbean",2020,58.80447918775
"183","MTC","Control","Central America and Caribbean",2025,61.3765340190511
"184","MTC","Control","Central America and Caribbean",2030,62.4407194946964
"185","MTC","Control","Central America and Caribbean",2035,61.9517328692457
"186","MTC","Control","Central America and Caribbean",2040,60.0307467155701
"187","MTC","Control","Central America and Caribbean",2045,56.7879747274617
"188","MTC","Control","Central America and Caribbean",2050,53.1677438480274
"189","MTC","Control","Central America and Caribbean",2055,51.1476032833335
"190","MTC","Control","Central America and Caribbean",2060,49.3901072225293
"191","MTC","Control","Central America and Caribbean",2065,46.5922459619703
"192","MTC","Control","Central America and Caribbean",2070,43.7508181313332
"193","MTC","Control","Central America and Caribbean",2075,39.0529466478242
"194","MTC","Control","Central America and Caribbean",2080,31.9823185526965
"195","MTC","Control","Central America and Caribbean",2085,22.9940082533313
"196","MTC","Control","Central America and Caribbean",2090,14.0760877815563
"197","MTC","Control","Central America and Caribbean",2095,7.01557870430626
"198","MTC","Control","Central America and Caribbean",2100,0.377864446780865
"199","MTC","Control","Central Asia",1975,65.41186863
"200","MTC","Control","Central Asia",1990,155.64804526
"201","MTC","Control","Central Asia",2005,107.28493356
"202","MTC","Control","Central Asia",2010,127.81996801
"203","MTC","Control","Central Asia",2015,140.433619676
"204","MTC","Control","Central Asia",2020,154.37048678321
"205","MTC","Control","Central Asia",2025,166.446158023428
"206","MTC","Control","Central Asia",2030,167.18087850105
"207","MTC","Control","Central Asia",2035,162.260094505073
"208","MTC","Control","Central Asia",2040,156.138878275217
"209","MTC","Control","Central Asia",2045,148.64017695543
"210","MTC","Control","Central Asia",2050,140.580083216634
"211","MTC","Control","Central Asia",2055,133.920303235602
"212","MTC","Control","Central Asia",2060,127.560700921534
"213","MTC","Control","Central Asia",2065,117.743158372835
"214","MTC","Control","Central Asia",2070,108.911859183192
"215","MTC","Control","Central Asia",2075,97.7909134717509
"216","MTC","Control","Central Asia",2080,82.6936261101392
"217","MTC","Control","Central Asia",2085,66.0058650887571
"218","MTC","Control","Central Asia",2090,50.3020454255245
"219","MTC","Control","Central Asia",2095,36.7819533331104
"220","MTC","Control","Central Asia",2100,23.4461795948381
"221","MTC","Control","China",1975,193.79699907
"222","MTC","Control","China",1990,696.42724106874
"223","MTC","Control","China",2005,1819.0502429693
"224","MTC","Control","China",2010,2617.013955101
"225","MTC","Control","China",2015,2989.493067532
"226","MTC","Control","China",2020,3538.3063371737
"227","MTC","Control","China",2025,3605.5560974659
"228","MTC","Control","China",2030,3508.1041547773
"229","MTC","Control","China",2035,3278.8990248607
"230","MTC","Control","China",2040,3042.8028263888
"231","MTC","Control","China",2045,2776.2436101825
"232","MTC","Control","China",2050,2490.6968374639
"233","MTC","Control","China",2055,2215.9300749676
"234","MTC","Control","China",2060,1947.73723148513
"235","MTC","Control","China",2065,1679.31945897314
"236","MTC","Control","China",2070,1418.68232589359
"237","MTC","Control","China",2075,1148.15674829539
"238","MTC","Control","China",2080,833.293682773569
"239","MTC","Control","China",2085,580.139525524526
"240","MTC","Control","China",2090,398.426973956776
"241","MTC","Control","China",2095,275.977579121844
"242","MTC","Control","China",2100,178.731184492254
"243","MTC","Control","Colombia",1975,5.534146939
"244","MTC","Control","Colombia",1990,15.04465657
"245","MTC","Control","Colombia",2005,17.603005922
"246","MTC","Control","Colombia",2010,21.182717822
"247","MTC","Control","Colombia",2015,25.52175598
"248","MTC","Control","Colombia",2020,28.6433786953
"249","MTC","Control","Colombia",2025,31.2607740321
"250","MTC","Control","Colombia",2030,32.8424487389
"251","MTC","Control","Colombia",2035,33.7316970213
"252","MTC","Control","Colombia",2040,34.32730936487
"253","MTC","Control","Colombia",2045,34.47418706503
"254","MTC","Control","Colombia",2050,34.337117945418
"255","MTC","Control","Colombia",2055,34.690529899907
"256","MTC","Control","Colombia",2060,34.8526768469039
"257","MTC","Control","Colombia",2065,33.8799478800955
"258","MTC","Control","Colombia",2070,32.0233682078761
"259","MTC","Control","Colombia",2075,28.5557474990984
"260","MTC","Control","Colombia",2080,23.4842184043144
"261","MTC","Control","Colombia",2085,17.0137367885558
"262","MTC","Control","Colombia",2090,10.6471457061923
"263","MTC","Control","Colombia",2095,5.2814570186932
"264","MTC","Control","Colombia",2100,0.0266617846884661
"265","MTC","Control","EU-12",1975,132.520753679
"266","MTC","Control","EU-12",1990,276.5209111015
"267","MTC","Control","EU-12",2005,207.6778713476
"268","MTC","Control","EU-12",2010,202.8617428727
"269","MTC","Control","EU-12",2015,185.3634163595
"270","MTC","Control","EU-12",2020,194.65199454341
"271","MTC","Control","EU-12",2025,201.0855685714
"272","MTC","Control","EU-12",2030,194.158941983038
"273","MTC","Control","EU-12",2035,182.797703206257
"274","MTC","Control","EU-12",2040,170.400211268605
"275","MTC","Control","EU-12",2045,157.698230692161
"276","MTC","Control","EU-12",2050,144.885735762186
"277","MTC","Control","EU-12",2055,134.420155912432
"278","MTC","Control","EU-12",2060,124.471918037471
"279","MTC","Control","EU-12",2065,114.164761516298
"280","MTC","Control","EU-12",2070,103.448875196363
"281","MTC","Control","EU-12",2075,90.7988711708361
"282","MTC","Control","EU-12",2080,76.266426233688
"283","MTC","Control","EU-12",2085,62.9715419184022
"284","MTC","Control","EU-12",2090,53.6758869714743
"285","MTC","Control","EU-12",2095,48.0979812184292
"286","MTC","Control","EU-12",2100,44.0685445378714
"287","MTC","Control","EU-15",1975,425.1296358494
"288","MTC","Control","EU-15",1990,915.610580271
"289","MTC","Control","EU-15",2005,971.893043202
"290","MTC","Control","EU-15",2010,882.338322576
"291","MTC","Control","EU-15",2015,790.239424229
"292","MTC","Control","EU-15",2020,783.3571610441
"293","MTC","Control","EU-15",2025,748.40039116493
"294","MTC","Control","EU-15",2030,702.10113737864
"295","MTC","Control","EU-15",2035,650.90240759155
"296","MTC","Control","EU-15",2040,598.89616314086
"297","MTC","Control","EU-15",2045,543.602975518785
"298","MTC","Control","EU-15",2050,489.444799653609
"299","MTC","Control","EU-15",2055,452.287969850426
"300","MTC","Control","EU-15",2060,424.453804288712
"301","MTC","Control","EU-15",2065,395.855488726302
"302","MTC","Control","EU-15",2070,369.780890677366
"303","MTC","Control","EU-15",2075,339.886648583263
"304","MTC","Control","EU-15",2080,308.210523268305
"305","MTC","Control","EU-15",2085,277.619452931943
"306","MTC","Control","EU-15",2090,256.126352828857
"307","MTC","Control","EU-15",2095,246.964967986062
"308","MTC","Control","EU-15",2100,244.521374507326
"309","MTC","Control","Europe_Eastern",1975,113.10867422
"310","MTC","Control","Europe_Eastern",1990,237.357724519
"311","MTC","Control","Europe_Eastern",2005,111.381206837
"312","MTC","Control","Europe_Eastern",2010,101.92818811581
"313","MTC","Control","Europe_Eastern",2015,77.092999815
"314","MTC","Control","Europe_Eastern",2020,85.7230187347
"315","MTC","Control","Europe_Eastern",2025,83.724992667188
"316","MTC","Control","Europe_Eastern",2030,79.77408838856
"317","MTC","Control","Europe_Eastern",2035,74.343006051535
"318","MTC","Control","Europe_Eastern",2040,70.136419112981
"319","MTC","Control","Europe_Eastern",2045,66.175564247246
"320","MTC","Control","Europe_Eastern",2050,62.294014965416
"321","MTC","Control","Europe_Eastern",2055,59.0997639674301
"322","MTC","Control","Europe_Eastern",2060,56.0550172623426
"323","MTC","Control","Europe_Eastern",2065,52.1414262651175
"324","MTC","Control","Europe_Eastern",2070,48.4570882339018
"325","MTC","Control","Europe_Eastern",2075,43.5535589884468
"326","MTC","Control","Europe_Eastern",2080,37.2853892874624
"327","MTC","Control","Europe_Eastern",2085,31.8691617097817
"328","MTC","Control","Europe_Eastern",2090,27.3679474859643
"329","MTC","Control","Europe_Eastern",2095,23.9809777436366
"330","MTC","Control","Europe_Eastern",2100,21.0520715709308
"331","MTC","Control","Europe_Non_EU",1975,18.25471665
"332","MTC","Control","Europe_Non_EU",1990,74.957298385
"333","MTC","Control","Europe_Non_EU",2005,98.457536391
"334","MTC","Control","Europe_Non_EU",2010,114.463755243
"335","MTC","Control","Europe_Non_EU",2015,129.445094811
"336","MTC","Control","Europe_Non_EU",2020,146.297675075503
"337","MTC","Control","Europe_Non_EU",2025,150.119930720884
"338","MTC","Control","Europe_Non_EU",2030,151.119231698596
"339","MTC","Control","Europe_Non_EU",2035,147.925085975431
"340","MTC","Control","Europe_Non_EU",2040,144.234208724471
"341","MTC","Control","Europe_Non_EU",2045,140.111800284575
"342","MTC","Control","Europe_Non_EU",2050,135.207785259612
"343","MTC","Control","Europe_Non_EU",2055,131.739511451457
"344","MTC","Control","Europe_Non_EU",2060,128.5348278401
"345","MTC","Control","Europe_Non_EU",2065,124.384403342059
"346","MTC","Control","Europe_Non_EU",2070,119.652378430122
"347","MTC","Control","Europe_Non_EU",2075,112.552444584935
"348","MTC","Control","Europe_Non_EU",2080,101.716292693736
"349","MTC","Control","Europe_Non_EU",2085,91.1744565866727
"350","MTC","Control","Europe_Non_EU",2090,82.1528441636707
"351","MTC","Control","Europe_Non_EU",2095,76.0749778540043
"352","MTC","Control","Europe_Non_EU",2100,70.9877657306641
"353","MTC","Control","European Free Trade Association",1975,11.34064293
"354","MTC","Control","European Free Trade Association",1990,20.96993893737
"355","MTC","Control","European Free Trade Association",2005,23.8729862001
"356","MTC","Control","European Free Trade Association",2010,24.1530092803
"357","MTC","Control","European Free Trade Association",2015,22.3099539318
"358","MTC","Control","European Free Trade Association",2020,21.89725382704
"359","MTC","Control","European Free Trade Association",2025,20.652066192743
"360","MTC","Control","European Free Trade Association",2030,18.996773657477
"361","MTC","Control","European Free Trade Association",2035,16.993878161195
"362","MTC","Control","European Free Trade Association",2040,14.461565957829
"363","MTC","Control","European Free Trade Association",2045,11.590794797518
"364","MTC","Control","European Free Trade Association",2050,8.964036988289
"365","MTC","Control","European Free Trade Association",2055,7.22791733675
"366","MTC","Control","European Free Trade Association",2060,5.9977921313822
"367","MTC","Control","European Free Trade Association",2065,4.68994813540707
"368","MTC","Control","European Free Trade Association",2070,3.59214041625333
"369","MTC","Control","European Free Trade Association",2075,2.20206059784396
"370","MTC","Control","European Free Trade Association",2080,0.392627595865399
"371","MTC","Control","European Free Trade Association",2085,-1.56538282414562
"372","MTC","Control","European Free Trade Association",2090,-3.00376902856766
"373","MTC","Control","European Free Trade Association",2095,-3.62108690022909
"374","MTC","Control","European Free Trade Association",2100,-3.48754643282138
"375","MTC","Control","India",1975,35.1929118
"376","MTC","Control","India",1990,162.91283410716
"377","MTC","Control","India",2005,336.1579527333
"378","MTC","Control","India",2010,493.331514331
"379","MTC","Control","India",2015,625.04786427
"380","MTC","Control","India",2020,824.42045601744
"381","MTC","Control","India",2025,948.14908922504
"382","MTC","Control","India",2030,1041.6372206058
"383","MTC","Control","India",2035,1109.46469591823
"384","MTC","Control","India",2040,1174.47167516167
"385","MTC","Control","India",2045,1228.53613590589
"386","MTC","Control","India",2050,1280.19303873142
"387","MTC","Control","India",2055,1340.61265878329
"388","MTC","Control","India",2060,1394.93501823315
"389","MTC","Control","India",2065,1422.98370671894
"390","MTC","Control","India",2070,1414.7640548348
"391","MTC","Control","India",2075,1355.63253764886
"392","MTC","Control","India",2080,1224.84483711841
"393","MTC","Control","India",2085,1076.97602751798
"394","MTC","Control","India",2090,951.770588549028
"395","MTC","Control","India",2095,867.059886988693
"396","MTC","Control","India",2100,793.16331615835
"397","MTC","Control","Indonesia",1975,5.630788558
"398","MTC","Control","Indonesia",1990,42.3893561737
"399","MTC","Control","Indonesia",2005,97.728268478
"400","MTC","Control","Indonesia",2010,110.074891549
"401","MTC","Control","Indonesia",2015,137.49429647
"402","MTC","Control","Indonesia",2020,161.635715936066
"403","MTC","Control","Indonesia",2025,193.106219043967
"404","MTC","Control","Indonesia",2030,214.338102622039
"405","MTC","Control","Indonesia",2035,227.506807272145
"406","MTC","Control","Indonesia",2040,236.865309623163
"407","MTC","Control","Indonesia",2045,241.351397315552
"408","MTC","Control","Indonesia",2050,242.532161636876
"409","MTC","Control","Indonesia",2055,244.638713406397
"410","MTC","Control","Indonesia",2060,247.171672677622
"411","MTC","Control","Indonesia",2065,245.363769066736
"412","MTC","Control","Indonesia",2070,239.56236305326
"413","MTC","Control","Indonesia",2075,225.88112578943
"414","MTC","Control","Indonesia",2080,201.894317193753
"415","MTC","Control","Indonesia",2085,171.701126623852
"416","MTC","Control","Indonesia",2090,145.60537279007
"417","MTC","Control","Indonesia",2095,125.819542550503
"418","MTC","Control","Indonesia",2100,108.151820545032
"419","MTC","Control","Japan",1975,142.9109899
"420","MTC","Control","Japan",1990,311.69550466
"421","MTC","Control","Japan",2005,347.4753730419
"422","MTC","Control","Japan",2010,325.235101664
"423","MTC","Control","Japan",2015,328.695623593
"424","MTC","Control","Japan",2020,334.2696096038
"425","MTC","Control","Japan",2025,318.8519656959
"426","MTC","Control","Japan",2030,295.4823643475
"427","MTC","Control","Japan",2035,268.0930372366
"428","MTC","Control","Japan",2040,242.5444596384
"429","MTC","Control","Japan",2045,213.7621336317
"430","MTC","Control","Japan",2050,187.10043000466
"431","MTC","Control","Japan",2055,165.561902484274
"432","MTC","Control","Japan",2060,144.692417808511
"433","MTC","Control","Japan",2065,123.050912783146
"434","MTC","Control","Japan",2070,106.474754264836
"435","MTC","Control","Japan",2075,85.9778124179406
"436","MTC","Control","Japan",2080,62.0492735698608
"437","MTC","Control","Japan",2085,41.8954324178055
"438","MTC","Control","Japan",2090,26.2994494494333
"439","MTC","Control","Japan",2095,16.8274210255926
"440","MTC","Control","Japan",2100,10.2851900646325
"441","MTC","Control","Mexico",1975,22.019720112
"442","MTC","Control","Mexico",1990,81.38017945
"443","MTC","Control","Mexico",2005,126.03831229
"444","MTC","Control","Mexico",2010,132.980118123
"445","MTC","Control","Mexico",2015,134.69508959
"446","MTC","Control","Mexico",2020,142.5248267451
"447","MTC","Control","Mexico",2025,152.4244053884
"448","MTC","Control","Mexico",2030,156.8323991682
"449","MTC","Control","Mexico",2035,157.3572013217
"450","MTC","Control","Mexico",2040,155.97185818516
"451","MTC","Control","Mexico",2045,153.50208047613
"452","MTC","Control","Mexico",2050,149.90819833448
"453","MTC","Control","Mexico",2055,149.670518633237
"454","MTC","Control","Mexico",2060,148.539452845863
"455","MTC","Control","Mexico",2065,145.045838443918
"456","MTC","Control","Mexico",2070,137.938081206248
"457","MTC","Control","Mexico",2075,125.753480437681
"458","MTC","Control","Mexico",2080,107.576079879348
"459","MTC","Control","Mexico",2085,83.7269249089884
"460","MTC","Control","Mexico",2090,59.6531651164804
"461","MTC","Control","Mexico",2095,40.2457546053055
"462","MTC","Control","Mexico",2100,22.4536602080904
"463","MTC","Control","Middle East",1975,35.6032382
"464","MTC","Control","Middle East",1990,185.47899714
"465","MTC","Control","Middle East",2005,369.095629206
"466","MTC","Control","Middle East",2010,485.710913687
"467","MTC","Control","Middle East",2015,567.566552511
"468","MTC","Control","Middle East",2020,580.479343266
"469","MTC","Control","Middle East",2025,611.0596967667
"470","MTC","Control","Middle East",2030,624.2701606368
"471","MTC","Control","Middle East",2035,628.8362705548
"472","MTC","Control","Middle East",2040,627.71843128447
"473","MTC","Control","Middle East",2045,623.17716842565
"474","MTC","Control","Middle East",2050,618.3954513238
"475","MTC","Control","Middle East",2055,621.118906893682
"476","MTC","Control","Middle East",2060,620.898595207286
"477","MTC","Control","Middle East",2065,613.794263673824
"478","MTC","Control","Middle East",2070,605.44382672986
"479","MTC","Control","Middle East",2075,581.176907300939
"480","MTC","Control","Middle East",2080,541.873378113092
"481","MTC","Control","Middle East",2085,487.837699389494
"482","MTC","Control","Middle East",2090,434.796374113254
"483","MTC","Control","Middle East",2095,390.626068843529
"484","MTC","Control","Middle East",2100,351.209536349341
"485","MTC","Control","Pakistan",1975,3.702408993
"486","MTC","Control","Pakistan",1990,17.849544348
"487","MTC","Control","Pakistan",2005,35.45604977
"488","MTC","Control","Pakistan",2010,42.28607361
"489","MTC","Control","Pakistan",2015,48.47652433532
"490","MTC","Control","Pakistan",2020,54.977126112646
"491","MTC","Control","Pakistan",2025,61.0563437727789
"492","MTC","Control","Pakistan",2030,67.8586086437421
"493","MTC","Control","Pakistan",2035,74.2944683713364
"494","MTC","Control","Pakistan",2040,83.2959320480495
"495","MTC","Control","Pakistan",2045,92.5926106637733
"496","MTC","Control","Pakistan",2050,100.457673616895
"497","MTC","Control","Pakistan",2055,108.980524971211
"498","MTC","Control","Pakistan",2060,119.250405310437
"499","MTC","Control","Pakistan",2065,127.641139367922
"500","MTC","Control","Pakistan",2070,134.460704778608
"501","MTC","Control","Pakistan",2075,138.268129687207
"502","MTC","Control","Pakistan",2080,139.176072709062
"503","MTC","Control","Pakistan",2085,136.586685107802
"504","MTC","Control","Pakistan",2090,133.383614397263
"505","MTC","Control","Pakistan",2095,131.802990024278
"506","MTC","Control","Pakistan",2100,130.293179865662
"507","MTC","Control","Russia",1975,267.05704057
"508","MTC","Control","Russia",1990,673.7592319
"509","MTC","Control","Russia",2005,451.820172113
"510","MTC","Control","Russia",2010,467.704115444
"511","MTC","Control","Russia",2015,471.21954969
"512","MTC","Control","Russia",2020,535.299010799
"513","MTC","Control","Russia",2025,519.2369080883
"514","MTC","Control","Russia",2030,490.43455501724
"515","MTC","Control","Russia",2035,450.45991616332
"516","MTC","Control","Russia",2040,415.87412810929
"517","MTC","Control","Russia",2045,383.12348517975
"518","MTC","Control","Russia",2050,352.84875058282
"519","MTC","Control","Russia",2055,327.19505040809
"520","MTC","Control","Russia",2060,305.035757570857
"521","MTC","Control","Russia",2065,274.812872794081
"522","MTC","Control","Russia",2070,250.819168251102
"523","MTC","Control","Russia",2075,222.407744181161
"524","MTC","Control","Russia",2080,186.172470200883
"525","MTC","Control","Russia",2085,146.832862715465
"526","MTC","Control","Russia",2090,110.692667208745
"527","MTC","Control","Russia",2095,80.6650641751428
"528","MTC","Control","Russia",2100,51.463508619708
"529","MTC","Control","South Africa",1975,27.771398
"530","MTC","Control","South Africa",1990,94.92331996
"531","MTC","Control","South Africa",2005,123.94225391
"532","MTC","Control","South Africa",2010,136.33075788
"533","MTC","Control","South Africa",2015,135.698134215
