"","Units","scenario","region","sector","year","value"
"1","1975$/GJ","Control","Africa_Eastern","biomass",1975,1
"2","1975$/GJ","Control","Africa_Eastern","biomass",1990,1.50163
"3","1975$/GJ","Control","Africa_Eastern","biomass",2005,1.684
"4","1975$/GJ","Control","Africa_Eastern","biomass",2010,1.6464
"5","1975$/GJ","Control","Africa_Eastern","biomass",2015,1.7892
"6","1975$/GJ","Control","Africa_Eastern","biomass",2020,2.03188
"7","1975$/GJ","Control","Africa_Eastern","biomass",2025,1.49678
"8","1975$/GJ","Control","Africa_Eastern","biomass",2030,1.47561
"9","1975$/GJ","Control","Africa_Eastern","biomass",2035,1.48726
"10","1975$/GJ","Control","Africa_Eastern","biomass",2040,1.71119
"11","1975$/GJ","Control","Africa_Eastern","biomass",2045,1.96003
"12","1975$/GJ","Control","Africa_Eastern","biomass",2050,2.30218
"13","1975$/GJ","Control","Africa_Eastern","biomass",2055,2.76563
"14","1975$/GJ","Control","Africa_Eastern","biomass",2060,3.05512
"15","1975$/GJ","Control","Africa_Eastern","biomass",2065,3.27361
"16","1975$/GJ","Control","Africa_Eastern","biomass",2070,3.40551
"17","1975$/GJ","Control","Africa_Eastern","biomass",2075,3.58356
"18","1975$/GJ","Control","Africa_Eastern","biomass",2080,3.84863
"19","1975$/GJ","Control","Africa_Eastern","biomass",2085,4.18468
"20","1975$/GJ","Control","Africa_Eastern","biomass",2090,4.47439
"21","1975$/GJ","Control","Africa_Eastern","biomass",2095,4.65336
"22","1975$/GJ","Control","Africa_Eastern","biomass",2100,4.80194
"23","1975$/GJ","Control","Africa_Northern","biomass",1975,1
"24","1975$/GJ","Control","Africa_Northern","biomass",1990,0.934203
"25","1975$/GJ","Control","Africa_Northern","biomass",2005,0.963303
"26","1975$/GJ","Control","Africa_Northern","biomass",2010,1.05489
"27","1975$/GJ","Control","Africa_Northern","biomass",2015,1.11056
"28","1975$/GJ","Control","Africa_Northern","biomass",2020,1.19818
"29","1975$/GJ","Control","Africa_Northern","biomass",2025,1.18203
"30","1975$/GJ","Control","Africa_Northern","biomass",2030,1.25266
"31","1975$/GJ","Control","Africa_Northern","biomass",2035,1.326
"32","1975$/GJ","Control","Africa_Northern","biomass",2040,1.466
"33","1975$/GJ","Control","Africa_Northern","biomass",2045,1.68564
"34","1975$/GJ","Control","Africa_Northern","biomass",2050,1.99626
"35","1975$/GJ","Control","Africa_Northern","biomass",2055,2.34753
"36","1975$/GJ","Control","Africa_Northern","biomass",2060,2.53681
"37","1975$/GJ","Control","Africa_Northern","biomass",2065,2.68281
"38","1975$/GJ","Control","Africa_Northern","biomass",2070,2.78815
"39","1975$/GJ","Control","Africa_Northern","biomass",2075,2.9508
"40","1975$/GJ","Control","Africa_Northern","biomass",2080,3.21259
"41","1975$/GJ","Control","Africa_Northern","biomass",2085,3.56207
"42","1975$/GJ","Control","Africa_Northern","biomass",2090,3.90014
"43","1975$/GJ","Control","Africa_Northern","biomass",2095,4.14398
"44","1975$/GJ","Control","Africa_Northern","biomass",2100,4.38428
"45","1975$/GJ","Control","Africa_Southern","biomass",1975,1
"46","1975$/GJ","Control","Africa_Southern","biomass",1990,1.81739
"47","1975$/GJ","Control","Africa_Southern","biomass",2005,1.6908
"48","1975$/GJ","Control","Africa_Southern","biomass",2010,1.89335
"49","1975$/GJ","Control","Africa_Southern","biomass",2015,2.05851
"50","1975$/GJ","Control","Africa_Southern","biomass",2020,2.31972
"51","1975$/GJ","Control","Africa_Southern","biomass",2025,1.60153
"52","1975$/GJ","Control","Africa_Southern","biomass",2030,1.52009
"53","1975$/GJ","Control","Africa_Southern","biomass",2035,1.50701
"54","1975$/GJ","Control","Africa_Southern","biomass",2040,1.78937
"55","1975$/GJ","Control","Africa_Southern","biomass",2045,2.06667
"56","1975$/GJ","Control","Africa_Southern","biomass",2050,2.43817
"57","1975$/GJ","Control","Africa_Southern","biomass",2055,2.94156
"58","1975$/GJ","Control","Africa_Southern","biomass",2060,3.26264
"59","1975$/GJ","Control","Africa_Southern","biomass",2065,3.51112
"60","1975$/GJ","Control","Africa_Southern","biomass",2070,3.66633
"61","1975$/GJ","Control","Africa_Southern","biomass",2075,3.87599
"62","1975$/GJ","Control","Africa_Southern","biomass",2080,4.1805
"63","1975$/GJ","Control","Africa_Southern","biomass",2085,4.55035
"64","1975$/GJ","Control","Africa_Southern","biomass",2090,4.85278
"65","1975$/GJ","Control","Africa_Southern","biomass",2095,4.9996
"66","1975$/GJ","Control","Africa_Southern","biomass",2100,5.1506
"67","1975$/GJ","Control","Africa_Western","biomass",1975,1
"68","1975$/GJ","Control","Africa_Western","biomass",1990,1.19267
"69","1975$/GJ","Control","Africa_Western","biomass",2005,1.31831
"70","1975$/GJ","Control","Africa_Western","biomass",2010,1.42777
"71","1975$/GJ","Control","Africa_Western","biomass",2015,1.68138
"72","1975$/GJ","Control","Africa_Western","biomass",2020,2.07999
"73","1975$/GJ","Control","Africa_Western","biomass",2025,1.48102
"74","1975$/GJ","Control","Africa_Western","biomass",2030,1.45003
"75","1975$/GJ","Control","Africa_Western","biomass",2035,1.4499
"76","1975$/GJ","Control","Africa_Western","biomass",2040,1.65983
"77","1975$/GJ","Control","Africa_Western","biomass",2045,1.89248
"78","1975$/GJ","Control","Africa_Western","biomass",2050,2.2123
"79","1975$/GJ","Control","Africa_Western","biomass",2055,2.66057
"80","1975$/GJ","Control","Africa_Western","biomass",2060,2.95183
"81","1975$/GJ","Control","Africa_Western","biomass",2065,3.17736
"82","1975$/GJ","Control","Africa_Western","biomass",2070,3.31375
"83","1975$/GJ","Control","Africa_Western","biomass",2075,3.49393
"84","1975$/GJ","Control","Africa_Western","biomass",2080,3.75832
"85","1975$/GJ","Control","Africa_Western","biomass",2085,4.0896
"86","1975$/GJ","Control","Africa_Western","biomass",2090,4.37307
"87","1975$/GJ","Control","Africa_Western","biomass",2095,4.53725
"88","1975$/GJ","Control","Africa_Western","biomass",2100,4.67338
"89","1975$/GJ","Control","Argentina","biomass",1975,1
"90","1975$/GJ","Control","Argentina","biomass",1990,1.21242
"91","1975$/GJ","Control","Argentina","biomass",2005,1.09769
"92","1975$/GJ","Control","Argentina","biomass",2010,1.15992
"93","1975$/GJ","Control","Argentina","biomass",2015,1.19884
"94","1975$/GJ","Control","Argentina","biomass",2020,1.25094
"95","1975$/GJ","Control","Argentina","biomass",2025,1.17825
"96","1975$/GJ","Control","Argentina","biomass",2030,1.21274
"97","1975$/GJ","Control","Argentina","biomass",2035,1.25649
"98","1975$/GJ","Control","Argentina","biomass",2040,1.3897
"99","1975$/GJ","Control","Argentina","biomass",2045,1.55954
"100","1975$/GJ","Control","Argentina","biomass",2050,1.83548
"101","1975$/GJ","Control","Argentina","biomass",2055,2.16175
"102","1975$/GJ","Control","Argentina","biomass",2060,2.34688
"103","1975$/GJ","Control","Argentina","biomass",2065,2.49163
"104","1975$/GJ","Control","Argentina","biomass",2070,2.59341
"105","1975$/GJ","Control","Argentina","biomass",2075,2.74399
"106","1975$/GJ","Control","Argentina","biomass",2080,2.98272
"107","1975$/GJ","Control","Argentina","biomass",2085,3.29829
"108","1975$/GJ","Control","Argentina","biomass",2090,3.59673
"109","1975$/GJ","Control","Argentina","biomass",2095,3.80502
"110","1975$/GJ","Control","Argentina","biomass",2100,3.98861
"111","1975$/GJ","Control","Australia_NZ","biomass",1975,1
"112","1975$/GJ","Control","Australia_NZ","biomass",1990,1.45432
"113","1975$/GJ","Control","Australia_NZ","biomass",2005,1.46882
"114","1975$/GJ","Control","Australia_NZ","biomass",2010,1.42586
"115","1975$/GJ","Control","Australia_NZ","biomass",2015,1.45319
"116","1975$/GJ","Control","Australia_NZ","biomass",2020,1.49936
"117","1975$/GJ","Control","Australia_NZ","biomass",2025,1.34062
"118","1975$/GJ","Control","Australia_NZ","biomass",2030,1.33767
"119","1975$/GJ","Control","Australia_NZ","biomass",2035,1.3868
"120","1975$/GJ","Control","Australia_NZ","biomass",2040,1.54868
"121","1975$/GJ","Control","Australia_NZ","biomass",2045,1.76931
"122","1975$/GJ","Control","Australia_NZ","biomass",2050,2.07978
"123","1975$/GJ","Control","Australia_NZ","biomass",2055,2.44237
"124","1975$/GJ","Control","Australia_NZ","biomass",2060,2.64495
"125","1975$/GJ","Control","Australia_NZ","biomass",2065,2.80277
"126","1975$/GJ","Control","Australia_NZ","biomass",2070,2.91297
"127","1975$/GJ","Control","Australia_NZ","biomass",2075,3.07996
"128","1975$/GJ","Control","Australia_NZ","biomass",2080,3.34868
"129","1975$/GJ","Control","Australia_NZ","biomass",2085,3.7081
"130","1975$/GJ","Control","Australia_NZ","biomass",2090,4.05074
"131","1975$/GJ","Control","Australia_NZ","biomass",2095,4.29216
"132","1975$/GJ","Control","Australia_NZ","biomass",2100,4.50693
"133","1975$/GJ","Control","Brazil","biomass",1975,1
"134","1975$/GJ","Control","Brazil","biomass",1990,1.5801
"135","1975$/GJ","Control","Brazil","biomass",2005,1.47933
"136","1975$/GJ","Control","Brazil","biomass",2010,1.49343
"137","1975$/GJ","Control","Brazil","biomass",2015,1.46489
"138","1975$/GJ","Control","Brazil","biomass",2020,1.48249
"139","1975$/GJ","Control","Brazil","biomass",2025,1.3526
"140","1975$/GJ","Control","Brazil","biomass",2030,1.32893
"141","1975$/GJ","Control","Brazil","biomass",2035,1.33974
"142","1975$/GJ","Control","Brazil","biomass",2040,1.45438
"143","1975$/GJ","Control","Brazil","biomass",2045,1.64511
"144","1975$/GJ","Control","Brazil","biomass",2050,1.94376
"145","1975$/GJ","Control","Brazil","biomass",2055,2.3053
"146","1975$/GJ","Control","Brazil","biomass",2060,2.51702
"147","1975$/GJ","Control","Brazil","biomass",2065,2.68356
"148","1975$/GJ","Control","Brazil","biomass",2070,2.80109
"149","1975$/GJ","Control","Brazil","biomass",2075,2.97685
"150","1975$/GJ","Control","Brazil","biomass",2080,3.25279
"151","1975$/GJ","Control","Brazil","biomass",2085,3.61587
"152","1975$/GJ","Control","Brazil","biomass",2090,3.95761
"153","1975$/GJ","Control","Brazil","biomass",2095,4.1957
"154","1975$/GJ","Control","Brazil","biomass",2100,4.4065
"155","1975$/GJ","Control","Canada","biomass",1975,1
"156","1975$/GJ","Control","Canada","biomass",1990,1.2501
"157","1975$/GJ","Control","Canada","biomass",2005,1.30144
"158","1975$/GJ","Control","Canada","biomass",2010,1.29073
"159","1975$/GJ","Control","Canada","biomass",2015,1.24398
"160","1975$/GJ","Control","Canada","biomass",2020,1.2831
"161","1975$/GJ","Control","Canada","biomass",2025,1.03908
"162","1975$/GJ","Control","Canada","biomass",2030,1.04388
"163","1975$/GJ","Control","Canada","biomass",2035,1.07702
"164","1975$/GJ","Control","Canada","biomass",2040,1.21021
"165","1975$/GJ","Control","Canada","biomass",2045,1.36311
"166","1975$/GJ","Control","Canada","biomass",2050,1.60048
"167","1975$/GJ","Control","Canada","biomass",2055,1.8986
"168","1975$/GJ","Control","Canada","biomass",2060,2.0685
"169","1975$/GJ","Control","Canada","biomass",2065,2.2007
"170","1975$/GJ","Control","Canada","biomass",2070,2.29409
"171","1975$/GJ","Control","Canada","biomass",2075,2.433
"172","1975$/GJ","Control","Canada","biomass",2080,2.65563
"173","1975$/GJ","Control","Canada","biomass",2085,2.95202
"174","1975$/GJ","Control","Canada","biomass",2090,3.23448
"175","1975$/GJ","Control","Canada","biomass",2095,3.43188
"176","1975$/GJ","Control","Canada","biomass",2100,3.60471
"177","1975$/GJ","Control","Central America and Caribbean","biomass",1975,1
"178","1975$/GJ","Control","Central America and Caribbean","biomass",1990,1.47948
"179","1975$/GJ","Control","Central America and Caribbean","biomass",2005,1.35593
"180","1975$/GJ","Control","Central America and Caribbean","biomass",2010,1.42234
"181","1975$/GJ","Control","Central America and Caribbean","biomass",2015,1.41524
"182","1975$/GJ","Control","Central America and Caribbean","biomass",2020,1.48955
"183","1975$/GJ","Control","Central America and Caribbean","biomass",2025,1.39046
"184","1975$/GJ","Control","Central America and Caribbean","biomass",2030,1.3889
"185","1975$/GJ","Control","Central America and Caribbean","biomass",2035,1.42273
"186","1975$/GJ","Control","Central America and Caribbean","biomass",2040,1.5703
"187","1975$/GJ","Control","Central America and Caribbean","biomass",2045,1.77285
"188","1975$/GJ","Control","Central America and Caribbean","biomass",2050,2.05727
"189","1975$/GJ","Control","Central America and Caribbean","biomass",2055,2.42233
"190","1975$/GJ","Control","Central America and Caribbean","biomass",2060,2.62756
"191","1975$/GJ","Control","Central America and Caribbean","biomass",2065,2.79069
"192","1975$/GJ","Control","Central America and Caribbean","biomass",2070,2.90927
"193","1975$/GJ","Control","Central America and Caribbean","biomass",2075,3.07976
"194","1975$/GJ","Control","Central America and Caribbean","biomass",2080,3.34174
"195","1975$/GJ","Control","Central America and Caribbean","biomass",2085,3.68821
"196","1975$/GJ","Control","Central America and Caribbean","biomass",2090,4.02223
"197","1975$/GJ","Control","Central America and Caribbean","biomass",2095,4.2601
"198","1975$/GJ","Control","Central America and Caribbean","biomass",2100,4.46963
"199","1975$/GJ","Control","Central Asia","biomass",1975,1
"200","1975$/GJ","Control","Central Asia","biomass",1990,1.01718
"201","1975$/GJ","Control","Central Asia","biomass",2005,1.06332
"202","1975$/GJ","Control","Central Asia","biomass",2010,1.12823
"203","1975$/GJ","Control","Central Asia","biomass",2015,1.19585
"204","1975$/GJ","Control","Central Asia","biomass",2020,1.26892
"205","1975$/GJ","Control","Central Asia","biomass",2025,1.22612
"206","1975$/GJ","Control","Central Asia","biomass",2030,1.28064
"207","1975$/GJ","Control","Central Asia","biomass",2035,1.34386
"208","1975$/GJ","Control","Central Asia","biomass",2040,1.49863
"209","1975$/GJ","Control","Central Asia","biomass",2045,1.71264
"210","1975$/GJ","Control","Central Asia","biomass",2050,2.01217
"211","1975$/GJ","Control","Central Asia","biomass",2055,2.36253
"212","1975$/GJ","Control","Central Asia","biomass",2060,2.55669
"213","1975$/GJ","Control","Central Asia","biomass",2065,2.70684
"214","1975$/GJ","Control","Central Asia","biomass",2070,2.81381
"215","1975$/GJ","Control","Central Asia","biomass",2075,2.97703
"216","1975$/GJ","Control","Central Asia","biomass",2080,3.24557
"217","1975$/GJ","Control","Central Asia","biomass",2085,3.60878
"218","1975$/GJ","Control","Central Asia","biomass",2090,3.96408
"219","1975$/GJ","Control","Central Asia","biomass",2095,4.22626
"220","1975$/GJ","Control","Central Asia","biomass",2100,4.46708
"221","1975$/GJ","Control","China","biomass",1975,1
"222","1975$/GJ","Control","China","biomass",1990,0.790913
"223","1975$/GJ","Control","China","biomass",2005,0.83876
"224","1975$/GJ","Control","China","biomass",2010,0.912613
"225","1975$/GJ","Control","China","biomass",2015,0.969701
"226","1975$/GJ","Control","China","biomass",2020,1.07574
"227","1975$/GJ","Control","China","biomass",2025,1.18946
"228","1975$/GJ","Control","China","biomass",2030,1.25682
"229","1975$/GJ","Control","China","biomass",2035,1.31215
"230","1975$/GJ","Control","China","biomass",2040,1.42129
"231","1975$/GJ","Control","China","biomass",2045,1.57301
"232","1975$/GJ","Control","China","biomass",2050,1.83145
"233","1975$/GJ","Control","China","biomass",2055,2.14654
"234","1975$/GJ","Control","China","biomass",2060,2.30889
"235","1975$/GJ","Control","China","biomass",2065,2.42673
"236","1975$/GJ","Control","China","biomass",2070,2.5056
"237","1975$/GJ","Control","China","biomass",2075,2.63101
"238","1975$/GJ","Control","China","biomass",2080,2.84788
"239","1975$/GJ","Control","China","biomass",2085,3.14016
"240","1975$/GJ","Control","China","biomass",2090,3.41787
"241","1975$/GJ","Control","China","biomass",2095,3.60836
"242","1975$/GJ","Control","China","biomass",2100,3.77086
"243","1975$/GJ","Control","Colombia","biomass",1975,1
"244","1975$/GJ","Control","Colombia","biomass",1990,1.2563
"245","1975$/GJ","Control","Colombia","biomass",2005,1.17603
"246","1975$/GJ","Control","Colombia","biomass",2010,1.21506
"247","1975$/GJ","Control","Colombia","biomass",2015,1.20565
"248","1975$/GJ","Control","Colombia","biomass",2020,1.28262
"249","1975$/GJ","Control","Colombia","biomass",2025,1.23062
"250","1975$/GJ","Control","Colombia","biomass",2030,1.23897
"251","1975$/GJ","Control","Colombia","biomass",2035,1.27845
"252","1975$/GJ","Control","Colombia","biomass",2040,1.38478
"253","1975$/GJ","Control","Colombia","biomass",2045,1.51938
"254","1975$/GJ","Control","Colombia","biomass",2050,1.76717
"255","1975$/GJ","Control","Colombia","biomass",2055,2.07382
"256","1975$/GJ","Control","Colombia","biomass",2060,2.23579
"257","1975$/GJ","Control","Colombia","biomass",2065,2.35834
"258","1975$/GJ","Control","Colombia","biomass",2070,2.45191
"259","1975$/GJ","Control","Colombia","biomass",2075,2.59503
"260","1975$/GJ","Control","Colombia","biomass",2080,2.82578
"261","1975$/GJ","Control","Colombia","biomass",2085,3.13555
"262","1975$/GJ","Control","Colombia","biomass",2090,3.43629
"263","1975$/GJ","Control","Colombia","biomass",2095,3.65475
"264","1975$/GJ","Control","Colombia","biomass",2100,3.85196
"265","1975$/GJ","Control","EU-12","biomass",1975,1
"266","1975$/GJ","Control","EU-12","biomass",1990,0.988078
"267","1975$/GJ","Control","EU-12","biomass",2005,1.32274
"268","1975$/GJ","Control","EU-12","biomass",2010,1.41567
"269","1975$/GJ","Control","EU-12","biomass",2015,1.39678
"270","1975$/GJ","Control","EU-12","biomass",2020,1.5609
"271","1975$/GJ","Control","EU-12","biomass",2025,1.17871
"272","1975$/GJ","Control","EU-12","biomass",2030,1.14212
"273","1975$/GJ","Control","EU-12","biomass",2035,1.15574
"274","1975$/GJ","Control","EU-12","biomass",2040,1.27829
"275","1975$/GJ","Control","EU-12","biomass",2045,1.42595
"276","1975$/GJ","Control","EU-12","biomass",2050,1.66522
"277","1975$/GJ","Control","EU-12","biomass",2055,1.96897
"278","1975$/GJ","Control","EU-12","biomass",2060,2.14229
"279","1975$/GJ","Control","EU-12","biomass",2065,2.27799
"280","1975$/GJ","Control","EU-12","biomass",2070,2.37308
"281","1975$/GJ","Control","EU-12","biomass",2075,2.5112
"282","1975$/GJ","Control","EU-12","biomass",2080,2.72921
"283","1975$/GJ","Control","EU-12","biomass",2085,3.01416
"284","1975$/GJ","Control","EU-12","biomass",2090,3.27992
"285","1975$/GJ","Control","EU-12","biomass",2095,3.46022
"286","1975$/GJ","Control","EU-12","biomass",2100,3.61502
"287","1975$/GJ","Control","EU-15","biomass",1975,1
"288","1975$/GJ","Control","EU-15","biomass",1990,1.22357
"289","1975$/GJ","Control","EU-15","biomass",2005,1.38456
"290","1975$/GJ","Control","EU-15","biomass",2010,1.70213
"291","1975$/GJ","Control","EU-15","biomass",2015,1.96075
"292","1975$/GJ","Control","EU-15","biomass",2020,2.04653
"293","1975$/GJ","Control","EU-15","biomass",2025,0.973267
"294","1975$/GJ","Control","EU-15","biomass",2030,0.949439
"295","1975$/GJ","Control","EU-15","biomass",2035,0.976786
"296","1975$/GJ","Control","EU-15","biomass",2040,1.10745
"297","1975$/GJ","Control","EU-15","biomass",2045,1.27106
"298","1975$/GJ","Control","EU-15","biomass",2050,1.49796
"299","1975$/GJ","Control","EU-15","biomass",2055,1.78169
"300","1975$/GJ","Control","EU-15","biomass",2060,1.94146
"301","1975$/GJ","Control","EU-15","biomass",2065,2.06596
"302","1975$/GJ","Control","EU-15","biomass",2070,2.15244
"303","1975$/GJ","Control","EU-15","biomass",2075,2.27742
"304","1975$/GJ","Control","EU-15","biomass",2080,2.47483
"305","1975$/GJ","Control","EU-15","biomass",2085,2.73299
"306","1975$/GJ","Control","EU-15","biomass",2090,2.97368
"307","1975$/GJ","Control","EU-15","biomass",2095,3.1351
"308","1975$/GJ","Control","EU-15","biomass",2100,3.26958
"309","1975$/GJ","Control","Europe_Eastern","biomass",1975,1
"310","1975$/GJ","Control","Europe_Eastern","biomass",1990,1.00625
"311","1975$/GJ","Control","Europe_Eastern","biomass",2005,1.18515
"312","1975$/GJ","Control","Europe_Eastern","biomass",2010,1.22966
"313","1975$/GJ","Control","Europe_Eastern","biomass",2015,1.21506
"314","1975$/GJ","Control","Europe_Eastern","biomass",2020,1.25685
"315","1975$/GJ","Control","Europe_Eastern","biomass",2025,1.15394
"316","1975$/GJ","Control","Europe_Eastern","biomass",2030,1.18737
"317","1975$/GJ","Control","Europe_Eastern","biomass",2035,1.23008
"318","1975$/GJ","Control","Europe_Eastern","biomass",2040,1.367
"319","1975$/GJ","Control","Europe_Eastern","biomass",2045,1.54234
"320","1975$/GJ","Control","Europe_Eastern","biomass",2050,1.82708
"321","1975$/GJ","Control","Europe_Eastern","biomass",2055,2.16116
"322","1975$/GJ","Control","Europe_Eastern","biomass",2060,2.35556
"323","1975$/GJ","Control","Europe_Eastern","biomass",2065,2.50976
"324","1975$/GJ","Control","Europe_Eastern","biomass",2070,2.61763
"325","1975$/GJ","Control","Europe_Eastern","biomass",2075,2.77521
"326","1975$/GJ","Control","Europe_Eastern","biomass",2080,3.02255
"327","1975$/GJ","Control","Europe_Eastern","biomass",2085,3.34657
"328","1975$/GJ","Control","Europe_Eastern","biomass",2090,3.65032
"329","1975$/GJ","Control","Europe_Eastern","biomass",2095,3.85937
"330","1975$/GJ","Control","Europe_Eastern","biomass",2100,4.042
"331","1975$/GJ","Control","Europe_Non_EU","biomass",1975,1
"332","1975$/GJ","Control","Europe_Non_EU","biomass",1990,1.51084
"333","1975$/GJ","Control","Europe_Non_EU","biomass",2005,1.41575
"334","1975$/GJ","Control","Europe_Non_EU","biomass",2010,1.36407
"335","1975$/GJ","Control","Europe_Non_EU","biomass",2015,1.30088
"336","1975$/GJ","Control","Europe_Non_EU","biomass",2020,1.31792
"337","1975$/GJ","Control","Europe_Non_EU","biomass",2025,1.11247
"338","1975$/GJ","Control","Europe_Non_EU","biomass",2030,1.11871
"339","1975$/GJ","Control","Europe_Non_EU","biomass",2035,1.15832
"340","1975$/GJ","Control","Europe_Non_EU","biomass",2040,1.29589
"341","1975$/GJ","Control","Europe_Non_EU","biomass",2045,1.46123
"342","1975$/GJ","Control","Europe_Non_EU","biomass",2050,1.72336
"343","1975$/GJ","Control","Europe_Non_EU","biomass",2055,2.04257
"344","1975$/GJ","Control","Europe_Non_EU","biomass",2060,2.22664
"345","1975$/GJ","Control","Europe_Non_EU","biomass",2065,2.37184
"346","1975$/GJ","Control","Europe_Non_EU","biomass",2070,2.47289
"347","1975$/GJ","Control","Europe_Non_EU","biomass",2075,2.61903
"348","1975$/GJ","Control","Europe_Non_EU","biomass",2080,2.84884
"349","1975$/GJ","Control","Europe_Non_EU","biomass",2085,3.15009
"350","1975$/GJ","Control","Europe_Non_EU","biomass",2090,3.43262
"351","1975$/GJ","Control","Europe_Non_EU","biomass",2095,3.62616
"352","1975$/GJ","Control","Europe_Non_EU","biomass",2100,3.79335
"353","1975$/GJ","Control","European Free Trade Association","biomass",1975,1
"354","1975$/GJ","Control","European Free Trade Association","biomass",1990,1.71444
"355","1975$/GJ","Control","European Free Trade Association","biomass",2005,2.17333
"356","1975$/GJ","Control","European Free Trade Association","biomass",2010,2.57258
"357","1975$/GJ","Control","European Free Trade Association","biomass",2015,2.64836
"358","1975$/GJ","Control","European Free Trade Association","biomass",2020,2.82421
"359","1975$/GJ","Control","European Free Trade Association","biomass",2025,0.574647
"360","1975$/GJ","Control","European Free Trade Association","biomass",2030,0.590718
"361","1975$/GJ","Control","European Free Trade Association","biomass",2035,0.624598
"362","1975$/GJ","Control","European Free Trade Association","biomass",2040,0.723834
"363","1975$/GJ","Control","European Free Trade Association","biomass",2045,0.843389
"364","1975$/GJ","Control","European Free Trade Association","biomass",2050,1.01924
"365","1975$/GJ","Control","European Free Trade Association","biomass",2055,1.23052
"366","1975$/GJ","Control","European Free Trade Association","biomass",2060,1.35107
"367","1975$/GJ","Control","European Free Trade Association","biomass",2065,1.44579
"368","1975$/GJ","Control","European Free Trade Association","biomass",2070,1.51467
"369","1975$/GJ","Control","European Free Trade Association","biomass",2075,1.61652
"370","1975$/GJ","Control","European Free Trade Association","biomass",2080,1.77865
"371","1975$/GJ","Control","European Free Trade Association","biomass",2085,1.9922
"372","1975$/GJ","Control","European Free Trade Association","biomass",2090,2.1943
"373","1975$/GJ","Control","European Free Trade Association","biomass",2095,2.33288
"374","1975$/GJ","Control","European Free Trade Association","biomass",2100,2.44872
"375","1975$/GJ","Control","India","biomass",1975,1
"376","1975$/GJ","Control","India","biomass",1990,1.15566
"377","1975$/GJ","Control","India","biomass",2005,1.18488
"378","1975$/GJ","Control","India","biomass",2010,1.22351
"379","1975$/GJ","Control","India","biomass",2015,1.25664
"380","1975$/GJ","Control","India","biomass",2020,1.3132
"381","1975$/GJ","Control","India","biomass",2025,1.34785
"382","1975$/GJ","Control","India","biomass",2030,1.41103
"383","1975$/GJ","Control","India","biomass",2035,1.47668
"384","1975$/GJ","Control","India","biomass",2040,1.66691
"385","1975$/GJ","Control","India","biomass",2045,1.90868
"386","1975$/GJ","Control","India","biomass",2050,2.23026
"387","1975$/GJ","Control","India","biomass",2055,2.62179
"388","1975$/GJ","Control","India","biomass",2060,2.83508
"389","1975$/GJ","Control","India","biomass",2065,2.99557
"390","1975$/GJ","Control","India","biomass",2070,3.11514
"391","1975$/GJ","Control","India","biomass",2075,3.28705
"392","1975$/GJ","Control","India","biomass",2080,3.55003
"393","1975$/GJ","Control","India","biomass",2085,3.88112
"394","1975$/GJ","Control","India","biomass",2090,4.17819
"395","1975$/GJ","Control","India","biomass",2095,4.36968
"396","1975$/GJ","Control","India","biomass",2100,4.53051
"397","1975$/GJ","Control","Indonesia","biomass",1975,1
"398","1975$/GJ","Control","Indonesia","biomass",1990,0.981222
"399","1975$/GJ","Control","Indonesia","biomass",2005,0.912963
"400","1975$/GJ","Control","Indonesia","biomass",2010,0.939087
"401","1975$/GJ","Control","Indonesia","biomass",2015,0.964915
"402","1975$/GJ","Control","Indonesia","biomass",2020,1.0425
"403","1975$/GJ","Control","Indonesia","biomass",2025,1.03204
"404","1975$/GJ","Control","Indonesia","biomass",2030,1.1015
"405","1975$/GJ","Control","Indonesia","biomass",2035,1.16683
"406","1975$/GJ","Control","Indonesia","biomass",2040,1.2702
"407","1975$/GJ","Control","Indonesia","biomass",2045,1.3872
"408","1975$/GJ","Control","Indonesia","biomass",2050,1.5836
"409","1975$/GJ","Control","Indonesia","biomass",2055,1.86648
"410","1975$/GJ","Control","Indonesia","biomass",2060,2.02535
"411","1975$/GJ","Control","Indonesia","biomass",2065,2.14959
"412","1975$/GJ","Control","Indonesia","biomass",2070,2.23901
"413","1975$/GJ","Control","Indonesia","biomass",2075,2.36842
"414","1975$/GJ","Control","Indonesia","biomass",2080,2.5703
"415","1975$/GJ","Control","Indonesia","biomass",2085,2.83333
"416","1975$/GJ","Control","Indonesia","biomass",2090,3.07696
"417","1975$/GJ","Control","Indonesia","biomass",2095,3.24083
"418","1975$/GJ","Control","Indonesia","biomass",2100,3.38185
"419","1975$/GJ","Control","Japan","biomass",1975,1
"420","1975$/GJ","Control","Japan","biomass",1990,1.08139
"421","1975$/GJ","Control","Japan","biomass",2005,1.39295
"422","1975$/GJ","Control","Japan","biomass",2010,1.95208
"423","1975$/GJ","Control","Japan","biomass",2015,2.10386
"424","1975$/GJ","Control","Japan","biomass",2020,2.21655
"425","1975$/GJ","Control","Japan","biomass",2025,1.06519
"426","1975$/GJ","Control","Japan","biomass",2030,1.006
"427","1975$/GJ","Control","Japan","biomass",2035,1.0006
"428","1975$/GJ","Control","Japan","biomass",2040,1.08384
"429","1975$/GJ","Control","Japan","biomass",2045,1.25777
"430","1975$/GJ","Control","Japan","biomass",2050,1.48338
"431","1975$/GJ","Control","Japan","biomass",2055,1.75241
"432","1975$/GJ","Control","Japan","biomass",2060,1.88612
"433","1975$/GJ","Control","Japan","biomass",2065,1.98597
