 Year  Month  DWT_CONV_CFLUX_GRC (gC/m^2/s)  DWT_CONV_CFLUX_DRIBBLED (gC/m^2/s)   ER (gC/m^2/s)  GPP (gC/m^2/s)   HR (gC/m^2/s)  LAND_UPTAKE (gC/m^2/s)  LAND_USE_FLUX (gC/m^2/s)  NBP (gC/m^2/s)  NEE (gC/m^2/s)  NEP (gC/m^2/s)  NPP (gC/m^2/s)  PFT_FIRE_CLOSS (gC/m^2/s)  WOOD_HARVESTC (gC/m^2/s)  WOODC_ALLOC (gC/m^2/s)  WOODC_LOSS (gC/m^2/s)
 2015      1                +1.00092073e-07                                 NaN +1.73511544e-05 +1.65227138e-05 +5.61785009e-06         +1.66665541e-06           +2.62038668e-07 -1.93022606e-06 +1.92869402e-06 -8.28438772e-07 +4.78941138e-06            +7.60496050e-07           +1.25385242e-07         +1.20754964e-06        +1.69105272e-06
 2015      2                +9.98144714e-08                                 NaN +1.70085932e-05 +1.61477983e-05 +5.33417870e-06         +1.64501228e-06           +2.61469665e-07 -1.90812239e-06 +1.90648188e-06 -8.60796149e-07 +4.47338243e-06            +7.24357676e-07           +1.25145348e-07         +1.22104825e-06        +1.67277040e-06
 2015      3                +9.94668952e-08                                 NaN +1.78170303e-05 +1.65177753e-05 +5.72312683e-06         +1.65111214e-06           +2.60837169e-07 -1.91366939e-06 +1.91194954e-06 -1.29925525e-06 +4.42387136e-06            +3.06770858e-07           +1.24915971e-07         +1.32647779e-06        +1.67117469e-06
 2015      4                +9.92070852e-08                                 NaN +1.92821044e-05 +1.85187691e-05 +6.64657819e-06         +1.04128026e-06           +2.60289255e-07 -1.30326362e-06 +1.30156968e-06 -7.63332991e-07 +5.88324565e-06            +2.31408961e-07           +1.24831004e-07         +1.82569397e-06        +1.66730820e-06
 2015      5                +9.90902365e-08                                 NaN +2.23194656e-05 +2.36082142e-05 +8.08618097e-06         -1.11517386e-06           +2.59886804e-07 +8.53835900e-07 -8.55287169e-07 +1.28874740e-06 +9.37492769e-06            +1.53837632e-07           +1.24959257e-07         +2.97683459e-06        +1.63336540e-06
 2015      6                +9.93411433e-08                                 NaN +2.59341596e-05 +3.39345170e-05 +8.86864200e-06         -7.85097109e-06           +2.59862446e-07 +7.58995566e-06 -7.59110935e-06 +8.00035741e-06 +1.68690003e-05            +1.39589545e-07           +1.25311630e-07         +3.51639824e-06        +1.62895481e-06
 2015      7                +1.00600765e-07                                 NaN +2.70417859e-05 +3.72118157e-05 +8.35897845e-06         -9.70046949e-06           +2.60808122e-07 +9.43866326e-06 -9.43966188e-06 +1.01700261e-05 +1.85290064e-05            +4.26767627e-07           +1.25408349e-07         +2.08702659e-06        +1.66660777e-06
 2015      8                +1.01896859e-07                                 NaN +2.52382088e-05 +2.97209754e-05 +7.76358593e-06         -3.87992532e-06           +2.61773408e-07 +3.61717139e-06 -3.61815182e-06 +4.48276796e-06 +1.22463534e-05            +5.16580769e-07           +1.25317044e-07         +1.64323421e-06        +1.72923592e-06
 2015      9                +1.02834527e-07                                 NaN +2.32622042e-05 +2.31286231e-05 +7.42567408e-06         +4.91134017e-07           +2.62398657e-07 -7.54553980e-07 +7.53532845e-07 -1.33580656e-07 +7.29209387e-06            +3.10223299e-07           +1.25148020e-07         +1.46696198e-06        +1.67237420e-06
 2015     10                +1.03410613e-07                                 NaN +2.15632845e-05 +1.91028576e-05 +7.57220187e-06         +2.65199265e-06           +2.62684324e-07 -2.91577476e-06 +2.91467745e-06 -2.46042850e-06 +5.11177359e-06            +1.77760796e-07           +1.25039293e-07         +1.75733544e-06        +1.63063180e-06
 2015     11                +1.03368841e-07                                 NaN +1.97236914e-05 +1.83021548e-05 +6.89269609e-06         +1.64462620e-06           +2.62382770e-07 -1.90823903e-06 +1.90700894e-06 -1.42153692e-06 +5.47115906e-06            +2.10681208e-07           +1.24871960e-07         +1.45472450e-06        +1.62889148e-06
 2015     12                +9.72674911e-07                                 NaN +1.81036357e-05 +1.79527506e-05 +5.92728429e-06         +5.36899108e-07           +1.10257054e-06 -1.64085179e-06 +1.63947004e-06 -1.50882670e-07 +5.77640094e-06            +3.65135492e-07           +1.24661440e-07         +1.24425037e-06        +1.62483946e-06
 2016      1                +1.24579378e-06                                 NaN +1.68622064e-05 +1.71610845e-05 +5.19758578e-06         +3.21997959e-07           +1.37266557e-06 -1.69626310e-06 +1.69466318e-06 +2.98877495e-07 +5.49646347e-06            +5.86052408e-07           +1.27976776e-07         +1.20110553e-06        +1.63933908e-06
 2016      2                +9.77860353e-08                                 NaN +1.72295331e-05 +1.69069081e-05 +5.31453816e-06         +9.35954802e-07           +2.64668927e-07 -1.20232630e-06 +1.20062361e-06 -3.22622157e-07 +4.99191583e-06            +5.68889902e-07           +1.27751704e-07         +1.22770678e-06        +1.66346615e-06
