Year,Month,DWT_CONV_CFLUX_GRC (PgC/month),DWT_CONV_CFLUX_DRIBBLED (PgC/month),ER (PgC/month),GPP (PgC/month),HR (PgC/month),LAND_UPTAKE (PgC/month),LAND_USE_FLUX (PgC/month),NBP (PgC/month),NEE (PgC/month),NEP (PgC/month),NPP (PgC/month),PFT_FIRE_CLOSS (PgC/month),WOOD_HARVESTC (PgC/month),WOODC_ALLOC (PgC/month),WOODC_LOSS (PgC/month),PBOT (Pa),PCO2 (Pa),XCO2 (ppm),QBOT (kg/kg),TBOT (K),TOTECOSYSC (PgC),TOTSOMC (PgC),TOTLITC (PgC),TOTVEGC (PgC),TOTVEGC_ABG (PgC),WOODC (PgC),PRECC (mm/month),PRECL (mm/month),PRECSC (mm/month),PRECSL (mm/month),SFCO2 (PgC/month),SFCO2_FFF (PgC/month),SFCO2_LND (PgC/month),SFCO2_OCN (PgC/month),TMCO2 (PgC),TMCO2_FFF (PgC),TMCO2_LND (PgC),TMCO2_OCN (PgC),TREFHT (K),PRECIP (mm/month)
2015,1,0.04949253799948331,0.0,10.871400829287753,10.786574369929228,3.511990792810994,0.7126405629125248,0.1529730393462196,-0.8664566154186224,0.8656137860376445,-0.08482642066822986,3.427164023930111,0.5735101468968963,0.08538398650596726,0.7790970250817933,1.0322272725792045,94305.61526947211,39.21080636393349,426.74337292173965,0.006095881847831052,281.39732404866584,2895.5825554574362,1946.9879133655966,28.484794748904434,778.076338828956,474.654792793944,584.3669453688767,41.24502639587642,54.64930997395765,0.12632169432467816,7.468203766638359,19.83429669267076,11.511665911592331,10.142554918527807,-2.4363444506241536,10946.769076125825,10942.732038760318,3035.4985619462045,7595.7233449946225,290.71975551506625,103.4888618307971
2015,2,0.04400455429427581,0.0,9.522758459891058,9.346284889640584,2.9827804448860538,0.7281442675806605,0.13615601343243036,-0.86509111335363,0.864300272384731,-0.17647300077870864,2.8063068746355815,0.5128308938531223,0.07604120217735436,0.7072884169056025,0.9134830981364175,93118.49502234069,38.930780178439555,423.8081612728723,0.006054452098005837,277.8494743277903,2859.0100083207817,1922.9220451456943,28.336001554946805,767.3750857211525,468.44363953632734,576.8516562550703,37.61097638977145,48.049931324980236,0.08045726785888882,6.739695364135927,19.2113913141847,9.948055475729946,10.436111777956084,-1.5131675157278923,10831.083043392713,10818.045063707865,3003.005750595336,7504.21585672404,287.16430723963117,92.48106034674649
2015,3,0.0495645426984501,0.0,11.310819664820448,10.771346143105488,3.665746489887713,0.7915901200361571,0.15353651933012918,-0.9460531279022716,0.9451265516001551,-0.5394723905070471,3.1262742164021744,0.222289707722652,0.085808293072762,0.8685458042743308,1.0296361302228565,94904.06449345077,39.67696977681638,433.20426127015287,0.007021360295698771,285.67471940025206,2917.815772823141,1963.0287002034052,28.869832599630765,782.5173232873428,477.9488468201222,588.6150495552408,43.23772800393671,51.94159182831476,0.10374134185981243,7.61994412446965,20.976515464751635,10.740932165070905,11.236825347839266,-1.5467414928958727,11076.573852032921,11053.921813543262,3064.5219195664763,7655.170066044208,293.7506079733305,102.90300529858094
2015,4,0.04748155523020618,0.0,11.641108928445682,11.53749662148326,4.015496250973128,0.2731124786159377,0.1471560089786906,-0.42114676482053587,0.42026849695982205,-0.10360969407339538,3.9118863415002787,0.14370352097357214,0.08237100822248523,1.1351874887060072,0.9835049913141508,94075.26483177854,39.428605811336666,431.2712468373884,0.00740755801423168,285.68146360008063,2894.7830616919164,1948.146551693239,28.01649529999519,776.2912546314847,474.1817197098956,584.0546573666795,42.35071940950347,48.956312072350244,0.15329952447877937,7.6653553654067395,13.333580634765905,9.90624043606327,4.785408647314105,-1.749542685246444,11010.399629574787,10979.94402259897,3041.3252169068855,7569.86092818758,292.23164547248257,99.12568637173925
2015,5,0.04900172498755088,0.0,13.39023893015129,14.554773981844825,4.690524937488247,-1.0452453600864877,0.151604831446308,0.8928366700167565,-0.8936406252136947,1.1645365196109618,5.855060916287525,0.10810706767869525,0.0850173349704739,1.702985242354495,0.9941584342509872,93990.54555297166,39.35779493685046,430.39932138872064,0.007985863903695692,288.26748531937585,2888.6270269466454,1944.187920589702,26.725041947393436,775.7691492079732,473.4689940983973,583.2273703922534,43.88449804429453,53.55022221493656,0.14578853305784562,6.469329682311505,-4.134796534123453,9.90138464052695,-11.164732119487324,-2.6757647642919062,10993.579927534294,10967.23182318993,3035.745234715095,7522.852736826088,292.7115663901834,104.04983847460043
2015,6,0.04698096247705939,0.0,14.137928028474722,17.96241437152769,4.69775236843507,-3.719363706378699,0.14468110528669895,3.5740331711060755,-3.574682536612334,3.8244857535245917,8.522238121959662,0.09922793323040789,0.08126026896130906,1.6996837045376223,0.9462419007815643,92497.77971680468,38.34965664660267,420.50486309182435,0.008597380913625713,286.3690310620326,2848.7425528953413,1916.2268577730083,25.118574869255745,767.6547302338078,467.567338077838,575.6259633548738,43.089184152378195,50.45105078548408,0.08828172951055718,5.231053412030667,-38.395251691930945,9.365995147330256,-43.00078468198063,-2.6934307395891155,10815.572236506609,10819.132362958695,2973.2925331582883,7414.4539089333875,289.079854331618,98.85957007940348
2015,7,0.049610500129231204,0.0,15.010183511791855,19.600548947326857,4.570458869026241,-4.237288056442831,0.15127269827780052,4.085402659336313,-4.086015050893803,4.590364513721315,9.160823382747555,0.3249563387996206,0.08473610973958379,1.1388527956116308,1.0108573523964133,93292.83898085436,38.16671505363016,419.0083674056671,0.009304781824358732,290.3679393688579,2877.8708319731613,1932.8477156352833,24.51447259742078,779.642907985464,473.2299600604394,581.0749379515938,45.108954443809274,52.86518139075674,0.1354265186766644,5.191597067992142,-44.233554907161796,9.769891057633442,-48.454847453045666,-2.465202715306648,10863.268175351557,10924.109921409474,2974.664520590508,7467.930621693575,292.0820141965196,103.30115942123481
2015,8,0.04991670150570856,0.0,13.954062922873776,15.938948201660542,4.20309409290292,-1.5725268169104025,0.1507392969643494,1.4211840695716353,-1.421787510405185,1.9848871106334653,6.187981814151952,0.35828994184218527,0.08412149167619462,0.9213517220688183,1.0438583019356231,92720.8723450297,37.857966149988044,415.2961872386152,0.008924738383546989,288.07920747393194,2862.196302554713,1920.1724743442767,24.665678277612688,777.4153743338055,471.02765581515246,577.29628991195,44.105618072836094,50.45233432128126,0.10889783346009774,5.221191213777716,-10.863104959244344,9.738792789827189,-16.423137965438574,-2.508841940887597,10766.575341233032,10864.162440432034,2945.4379773335286,7408.157166351472,289.97873890071185,99.88804144135517
2015,9,0.04944942704027296,0.0,12.88744345866406,12.950343150564162,4.003608102141193,0.17592313739819165,0.1481840882693086,-0.32471888066136084,0.32410724438800315,0.06289887287809814,4.066506895457153,0.2096889529333895,0.0824237911908661,0.8338775481850572,0.988596215224512,94073.52579333285,38.575356786624404,422.3209270474083,0.008295849417773385,290.6056388573903,2902.181015159055,1946.371178751308,24.793729575562953,789.126657271016,477.90689014544216,585.0153969523273,41.191564557108144,49.96040610223554,0.0881607452531673,6.0282862974359235,10.5194067028643,9.51160182012788,4.277205316558284,-2.83848375339562,10915.730388843549,11023.584587801253,2990.353285160602,7482.250127085393,293.44560763906503,97.26841770203276
2015,10,0.052398531423198266,0.0,13.023496835220143,12.161167980129093,4.43813242146777,1.0014371357318774,0.1562254070248428,-1.1583403299473014,1.157662611774807,-0.8623288550910506,3.57580356637672,0.1299800865299609,0.0867661369944629,1.2151075090641232,1.0137180957626863,95950.76140965585,39.74180045053028,434.1994845991057,0.007499753166354085,293.13049181797703,2957.623010056269,1984.0393951441563,26.01933420682987,802.9543676339,486.78540395174343,596.303263732251,40.67736662125419,53.77010460755805,0.10708309608539307,7.4057089774771825,21.405232309053314,10.303216194155036,13.840391582424154,-3.2261605243956355,11145.937266436737,11247.341058099908,3059.1354898755962,7582.973330272407,298.0936612347755,101.9602633023748
