Year,Month,DWT_CONV_CFLUX_GRC (PgC/month),DWT_CONV_CFLUX_DRIBBLED (PgC/month),ER (PgC/month),GPP (PgC/month),HR (PgC/month),LAND_UPTAKE (PgC/month),LAND_USE_FLUX (PgC/month),NBP (PgC/month),NEE (PgC/month),NEP (PgC/month),NPP (PgC/month),PFT_FIRE_CLOSS (PgC/month),WOOD_HARVESTC (PgC/month),WOODC_ALLOC (PgC/month),WOODC_LOSS (PgC/month),PBOT (Pa),PCO2 (Pa),XCO2 (ppm),QBOT (kg/kg),TBOT (K),TOTECOSYSC (PgC),TOTSOMC (PgC),TOTLITC (PgC),TOTVEGC (PgC),TOTVEGC_ABG (PgC),WOODC (PgC),PRECC (mm/month),PRECL (mm/month),PRECSC (mm/month),PRECSL (mm/month),SFCO2 (PgC/month),SFCO2_FFF (PgC/month),SFCO2_LND (PgC/month),SFCO2_OCN (PgC/month),TMCO2 (PgC),TMCO2_FFF (PgC),TMCO2_LND (PgC),TMCO2_OCN (PgC),TREFHT (K),PRECIP (mm/month)
2015,1,0.048689276661662007,0.0,10.694958554813638,10.611508824513294,3.454991363469162,0.7010744433500804,0.15049029481133402,-0.8523940692612086,0.8515649189575925,-0.08344969223799126,3.3715413286699913,0.564202106806988,0.08399820881095366,0.7664523205676232,1.01547427721016,92775.04,38.574417,419.81735,0.005996946,276.83026,2848.5874,1915.3884,28.022488,765.4482,466.95117,574.8827,40.575621745794166,53.76235449308999,0.12427149974423145,7.34699520487952,19.512387080836632,11.324832167871323,9.977941775575474,-2.3968027059105905,10769.103578894676,10765.132062437293,2986.232576923391,7472.445147059317,286.0013888847562,101.8092429435079
2015,2,0.043833015502059425,0.0,9.485636791214347,9.30985115119256,2.9711529539781623,0.7253058116475586,0.13562524932240194,-0.8617188104835805,0.8609310523752356,-0.1757850727699406,2.795367313956376,0.5108317736812751,0.07574477795060375,0.7045312613627175,0.9099221533688251,92755.5,38.77902,422.15607,0.0060308506,276.76636,2847.865,1915.4261,28.225542,764.3837,466.61755,574.60297,37.464361077619074,47.86262282208191,0.08014362890094719,6.713422647113524,19.13650136436737,9.909275911919421,10.39542967042116,-1.5072688779111505,10788.861256728667,10775.87410176694,2991.299417291033,7474.962881770919,286.0448817796633,92.12055017571545
2015,3,0.048364010064005925,0.0,11.036853490804788,10.510446882108226,3.576956236793194,0.7724165390754933,0.1498176188420075,-0.9231382054167625,0.922234072277206,-0.5264055048883165,3.0505508460919373,0.21690549485811061,0.08372987873599413,0.8475082333461614,1.0046966935078672,92605.336,38.71593,422.71136,0.0068512917,278.75522,2847.1416,1915.481,28.170559,763.5635,466.37216,574.35785,42.19044095795795,50.68348325553412,0.10122856034982324,7.4353768694114635,20.468430652478258,10.480769579349676,10.964651434731566,-1.5092769358118323,10808.281486902057,10786.17811707679,2990.29428882261,7469.74958224352,286.63549761297935,100.41052964325337
2015,4,0.046687796668720694,0.0,11.446502205217257,11.344622005708516,3.948368404962821,0.26854680322685454,0.14469597283550684,-0.4141063709539594,0.4132427852709952,-0.10187763029989583,3.8464905628643464,0.141301200756061,0.0809939957662209,1.1162103346578078,0.9670635436123121,92502.59,38.76947,424.0616,0.0072837244,280.90567,2846.3904,1915.579,27.548138,763.31384,466.25473,574.2909,41.642734046484414,48.137899708690625,0.1507367859703893,7.537212101804238,13.110680526865252,9.740635852975444,4.705410023309551,-1.7202952337178263,10826.336598594015,10796.390124031092,2990.4827809867143,7443.314064002693,287.34635118491815,97.46858264294968
2015,5,0.04828241389418508,0.0,13.1936795762158,14.341120066819713,4.621671307904762,-1.0299018883415556,0.1493793784220543,0.879730451379146,-0.8805226050753845,1.1474419369733369,5.769112712005153,0.10652013144181183,0.08376933988074597,1.6779866085926187,0.9795648828912817,92610.83,38.78005,424.08136,0.007868637,284.03592,2846.224,1915.6486,26.332737,764.3814,466.5188,574.666,43.24030426789025,52.76414235956008,0.14364845923104289,6.374364441632528,-4.074100609305267,9.75603923047408,-11.000841650936556,-2.6364864066691553,10832.201853605493,10806.240521027812,2991.1826152457206,7412.422513630238,288.4147650650371,102.5224595283139
2015,6,0.04696695179973176,0.0,14.13371181115508,17.95705761469435,4.696351403254084,-3.718254516570596,0.1446379584422175,3.5729673218156677,-3.5736164936679415,3.823345214186702,8.519696617440786,0.09919834144511697,0.08123603549847758,1.6991768243315164,0.9459597122258856,92470.195,38.33822,420.37946,0.008594817,286.28363,2847.893,1915.6554,25.111084,767.4258,467.4279,575.4543,43.07633408240001,50.43600525733544,0.088255402105564,5.229493405645619,-38.38380144795959,9.363202017327309,-42.987960974520156,-2.692627503831327,10812.346813170634,10815.905877920695,2972.405836928868,7412.242768169086,288.99364484702187,98.83008814748662
2015,7,0.04916288176559647,0.0,14.874751823663246,19.423699981416576,4.52922120130097,-4.199056473589735,0.14990781710366718,4.048541485826718,-4.049148351987242,4.548947244256851,9.078168445557822,0.32202437027990527,0.08397156516366522,1.1285773211966443,1.0017367365435348,92451.09,37.82235,415.2278,0.009220828,287.74805,2851.9048,1915.4083,24.293287,772.60846,468.96017,575.8321,44.70195196810721,52.38819716512413,0.13420461209388668,5.144755085384177,-43.83445085834718,9.681740713720028,-48.01765614333083,-2.442960044852224,10765.252668317555,10825.545460368961,2947.8251526824893,7400.55006967509,289.4466593240383,102.3691088307094
2015,8,0.049784439994482454,0.0,13.917089617461897,15.896715655981097,4.191957387956791,-1.5683601799537428,0.1503398914223908,1.4174184370858711,-1.4180202790157637,1.9796278655121569,6.1715858624666,0.3573406008854363,0.08389859963244817,0.9189104675897397,1.0410924485768192,92475.195,37.757656,414.1958,0.008901091,287.3159,2854.6125,1915.0847,24.600323,775.3555,469.7796,575.76666,43.988753866590216,50.3186535735368,0.10860929291979307,5.207356913443267,-10.834321593453362,9.712988451538655,-16.37962248903763,-2.502194401757003,10738.047744608904,10835.376272691889,2937.6336139370305,7388.528183813223,289.2103983438728,99.62337364649007
2015,9,0.048648443737420166,0.0,12.678692262852564,12.740573103656061,3.938757537980564,0.1730735291403107,0.1457837979614851,-0.3194590744897141,0.31885734551906353,0.06188003504803419,4.00063749475521,0.20629240498237778,0.08108868814815651,0.8203703746403335,0.972582904068986,92549.72,37.950512,415.48016,0.008161473,285.8984,2855.1714,1914.8438,24.39212,776.34436,470.16574,575.5393,40.52434235852213,49.151145945205855,0.08673271485642806,5.930639935120534,10.349013037472574,9.357532608464364,4.20792301650966,-2.7925059083937485,10738.917060495245,10845.024233902233,2941.915452926588,7361.052415033377,288.6923668821402,95.69286095370494
2015,10,0.050569642553455196,0.0,12.56893202662468,11.736701412883122,4.283226343613933,0.9664835371950176,0.15077260328553166,-1.1179102705682453,1.1172562070896674,-0.832230613741558,3.450995729872375,0.12544333469577396,0.08373770054959095,1.1726960799933295,0.9783358495042194,92601.75,38.354675,419.04443,0.007237986,282.89923,2854.3918,1914.7896,25.11117,774.9285,469.79492,575.49023,39.25758669530119,51.89334311881619,0.10334552792749031,7.147224276597404,20.65811611970602,9.943598531059516,13.357314339026907,-3.1135564319752183,10756.905741014692,10854.770191767244,2952.3611453184353,7318.301494123301,287.6891677429616,98.40149961864226
2015,11,0.048904010952810495,0.0,11.605386942392215,11.467228556284681,3.990542474639369,0.2989854820043547,0.14572738587048661,-0.44539642476593144,0.44471292312664445,-0.13815655358939694,3.8523858565895353,0.1526452891766894,0.08095476698599668,0.923011280974606,0.9456546486035222,92700.586,38.707287,422.1212,0.006760824,279.80273,2853.7583,1915.0482,27.175968,772.0223,468.6523,575.6119,40.655942559674706,49.30805869865782,0.0745972728583459,7.292492808265312,12.268806971478332,10.120923748137843,4.820870175335321,-3.2513861535711817,10773.696740825677,10864.902946811613,2962.3019046321897,7313.390168659766,286.6176337111262,97.33109133945618
2015,12,0.5151527127054578,0.0,11.157869850285351,11.64067466306733,3.63415420979436,-0.18586427552236273,0.599643752866541,-0.41454721404079464,0.4137795725000615,0.4828039754102065,4.11695810907986,0.28159952480564243,0.08353573218755628,0.7769268518131867,0.9749796634423546,92805.44,38.863216,422.9668,0.0062095295,277.28925,2853.8154,1915.2145,27.399893,771.6894,468.3202,575.4535,39.52319148422631,52.948287457456445,0.09621404200448523,7.1550937405295185,12.698758901473456,11.17786245763356,4.415055384745657,-3.493105668952391,10782.593907824235,10875.68038257438,2969.572508922058,7391.747306394093,285.8425893988587,99.72278672421677
2016,1,0.6109067076977226,0.0,10.448524000821635,11.019190122897271,3.224115785997128,-0.08709652242941957,0.6932933564712584,-0.6070699844258343,0.6061967579171323,0.5706665788238752,3.7947828215692425,0.4577324936235527,0.08585751670580066,0.7637881080881925,0.9862308189440228,92793.26,39.186295,426.3816,0.005980485,275.82794,2852.9365,1915.2457,27.230988,770.4442,467.54947,574.38574,40.36278560997445,51.370413031447576,0.10623667112980655,7.028806756762809,16.455923511988097,11.567616448068117,7.054845985548655,-2.6022244946929427,10803.487382515283,10887.223645467206,2977.394946632768,7450.044700799377,285.34255198931675,98.86824206931465
2016,2,0.04289362495910609,0.0,9.644443105207756,9.776801319094375,2.9798296382068656,0.30019644927961053,0.1366949831663078,-0.437714729741856,0.4368914582300931,0.13235933979558467,3.11218840215588,0.40369842427026015,0.0774317333707586,0.7085742887284141,0.9060776985279517,92642.52,39.025276,425.55832,0.0063274056,277.09412,2852.8506,1915.2523,27.508478,769.97626,467.33063,574.1405,38.48957883673062,47.922528508087076,0.10210219449836011,6.8077456161601315,13.897301353005455,10.124490468200529,5.586350911128321,-1.6284140674887013,10815.009263676868,10898.19445869464,2973.6346207351853,7459.635535875145,285.8533977795373,93.32195515547619
2016,3,0.04738168733524617,0.0,11.118064545735251,10.877220590191428,3.598424926531152,0.43346447005205846,0.15105641522268343,-0.5854598930454813,0.5845207806032704,-0.24084427907382633,3.357580666488502,0.16603068738731963,0.08562202492612414,0.8856473203195492,1.0059866266601603,92505.41,38.940292,425.49704,0.0066716624,278.52332,2852.4329,1915.2872,27.65927,769.3027,467.0729,573.91797,41.67171963303078,51.927534017709775,0.14490672336026333,8.259934054088125,16.51129781796425,10.711326191523765,7.2094370315921275,-1.455167481303082,10830.877148850586,10908.724740241047,2971.7419899312554,7451.568116849474,286.4919435500186,102.00409442818895
2016,4,0.04585348523278299,0.0,11.380993310012855,11.446943040937185,3.8013063749531284,0.15241325002079975,0.14600724546198762,-0.2993108230384678,0.29842045864825195,0.06595120430574752,3.8672572845825925,0.18618082231114386,0.08284057548735291,1.1332008534736815,0.9826066125242505,92504.81,38.979877,426.2383,0.0071171653,280.89993,2851.943,1915.3369,26.950352,769.44763,467.0517,573.83936,39.80606904028052,48.19165189888948,0.18017081206422764,7.189199354354159,11.986680686554886,9.958720157654406,3.5984459825634265,-1.6377121732440556,10846.105575079126,10919.164563423239,2973.4253791620386,7430.773341323241,287.334266895416,95.36709110558839
2016,5,0.047269627009427495,0.0,13.066947164770681,14.512720989296213,4.4920973134139786,-1.2204704994474014,0.15059020848866567,1.0690618837543298,-1.0698802243496175,1.4457742812737706,5.937870833440684,0.18135462887585163,0.0857454325910112,1.6630786505629658,1.0420977514513652,92628.33,38.924812,425.42184,0.007632266,283.80417,2851.9087,1915.4263,26.002417,770.3353,467.1627,574.18475,44.31417479218229,49.3648621568117,0.12385415834021757,6.398641615347894,-5.9677993295645875,9.975291990722967,-12.729976116593452,-2.393143507060537,10850.775692606969,10929.237336659262,2973.6460991417066,7402.075598882771,288.27497984047034,100.20153272268212
2016,6,0.045897396603322704,0.0,14.224597049178556,18.249885688419454,4.6481886274705175,-3.8534572995558847,0.14571947565400478,3.707057112478651,-3.707737814693246,4.025289228593465,8.673478150740266,0.1582255647463171,0.08305777953410143,1.6851045584189706,0.9546140599923092,92556.17,38.445183,421.0769,0.008471408,286.3243,2853.826,1915.435,25.060057,773.333,467.96008,574.887,43.18391290982827,50.77114380946445,0.10856096030892833,4.9043899695154085,-39.699510633713764,9.572352145441462,-44.50904676725249,-2.555933302000452,10828.567159369844,10939.120553421792,2954.579997431276,7392.273825282779,289.0703550261085,98.96800764911706
2016,7,0.04794569052819497,0.0,15.177182493789587,19.60237380262697,4.658336925058393,-4.092589677020442,0.15091468053469725,3.9410220368154114,-3.941675186797511,4.425191004338558,9.083528233895777,0.3022998307869784,0.08585457638901062,1.1538319209648762,1.0113515153534536,92503.99,37.939007,416.3385,0.009322269,287.8988,2857.8306,1915.2245,24.599258,778.14856,469.3106,575.2511,45.21640746252967,52.23088786092287,0.12741386735697757,5.19632426759843,-42.47126278536538,9.896471945502293,-46.77998376433938,-2.685103511649994,10782.460733572887,10948.97585150083,2928.8324105165016,7383.253428545415,289.53707644711176,102.77103345840796
2016,8,0.04854286981981204,0.0,14.423730598355178,16.55949267296819,4.357037772570038,-1.6813599988381611,0.15131721846728396,1.529388136441412,-1.530042808917642,2.1357626836106647,6.492801065178355,0.39644845087423164,0.08580806419331566,0.9647133332691737,1.0465024792210897,92562.9,37.909206,415.64377,0.009168786,287.76398,2860.5815,1914.9493,24.690283,781.1401,470.1393,575.2109,44.53670321569814,51.630269703450836,0.10236764211799915,5.274457626924693,-12.070429244228624,9.928674596087891,-17.63197208082779,-2.5966624428331877,10755.13984694825,10959.025953154416,2918.9558936507156,7358.444996128416,289.4854672962622,101.54379818819166
2016,9,0.04747874925215001,0.0,12.956554317497648,12.990041330340318,3.9767631169524975,0.22822164305580372,0.14675437876121578,-0.37563756086456124,0.3749760862774565,0.03348506751876812,4.010248067061184,0.23389287230202171,0.08298058355649118,0.8653337026771624,0.9710502927191556,92587.46,38.087933,416.84314,0.008203878,285.81796,2861.2578,1914.7229,24.322905,782.4054,470.5741,575.0392,40.44226376774149,49.38380788178835,0.07433960093749566,5.655787134765937,11.419907278621915,9.567289308135546,4.881467179881234,-2.681991762429878,10755.154491741156,10968.890396355555,2921.9627820137594,7335.9569739716535,288.7620117706423,95.55619838523327
2016,10,0.04930436904828639,0.0,12.805964874860365,11.625867494149134,4.301228314216132,1.4457190147368237,0.15171686366102222,-1.5981593485776102,1.5974360116160824,-1.1800971523371118,3.121131238003727,0.2414283649159188,0.08569598959411451,1.0262725668326311,0.9952283786333282,92700.92,38.56078,420.8901,0.0073036756,283.24988,2860.2778,1914.68,25.232023,780.55994,470.0279,574.90796,40.87319599182622,49.89632695931557,0.09256348942237974,6.569846526337915,26.971414335040325,10.166535357635814,19.192002879905033,-3.110170434792416,10776.19934343309,10978.856312282334,2934.9344771741244,7305.938952578747,287.813808624187,97.43193296690208
2016,11,0.047532338896871806,0.0,11.571189170354046,10.861972899874672,3.9449038958991878,1.0204705995420227,0.14649610420747194,-1.1677190859700204,1.1669667037494946,-0.7092147234288859,3.2356888041249476,0.2867984260319645,0.08285173635158571,1.0277534502165508,0.9564583651808789,92685.914,38.775623,422.9454,0.006778511,280.73962,2858.9585,1915.0028,27.70845,776.468,468.57605,575.02124,39.365333511788066,51.917747118011754,0.08233984971400234,6.787707967891385,21.632154557755953,10.344451527929758,13.35294982148319,-3.2285183724490634,10801.947857407724,10989.21606688851,2943.2258097885756,7309.2203874058205,287.0149831176218,98.15312844740521
2016,12,0.45197015783742245,0.0,11.218247095530387,11.187776506994851,3.6767118792340625,0.36546036658364756,0.5404380287927779,-0.9067372896424786,0.9058982431270124,-0.030470041389207836,3.6462418996961787,0.31107817035262997,0.08550999790486458,0.8326621647029242,0.9822031368457829,92787.56,39.002106,424.57553,0.0062319953,277.59116,2858.3564,1915.2434,28.608934,774.69946,467.85754,574.90204,41.424185322181536,51.706690409852236,0.10138526916301735,7.356005335543673,19.370582775540274,11.41842189466995,9.980212245236853,-3.295335238775409,10819.51415456764,11000.229485441021,2952.536893085599,7384.541240482374,285.99140327239576,100.58826633674046
2017,1,0.5945164874447073,0.0,10.717971358099021,10.737754037836567,3.3186684569955105,0.5999171166877204,0.6791162717490806,-1.2799381305740098,1.2790334645615076,0.01978246325791133,3.33845083223423,0.5767386660409102,0.08701264251840257,0.7723423174866184,1.0029343304267968,92793.26,39.355846,428.18146,0.0059152604,276.5421,2857.0083,1915.3745,28.61997,772.73236,466.9562,573.9343,39.78448301406318,53.30007198995033,0.10650207363709124,6.4767539973053605,25.208960854268245,11.810405624875017,14.752993159003294,-2.5783458885630184,10846.792166261064,11012.018823080543,2961.658162188895,7444.811938749924,285.7738412636395,99.66781107495596
2017,2,0.04107753379685164,0.0,9.704550623428077,9.260919800726697,2.991961814404931,1.3838495877280366,0.13650821119881584,-1.5212121317745186,1.5203578848741017,-0.4436299976077862,2.548331541765947,0.8687908939464251,0.07847061215215945,0.695580921092187,0.9423841544048628,92736.49,39.33191,428.32422,0.0061199917,277.3329,2855.924,1915.4799,29.225067,770.81824,466.46606,573.633,36.55933621661475,48.511275770825414,0.09871660473083868,6.566935006427061,27.65244382594483,10.339705034255415,18.699229455490038,-1.72120603504481,10871.399541487592,11023.222266849027,2965.145545185107,7449.491485421091,286.13715451881166,91.73626359859807
2017,3,0.04520648569723562,0.0,11.309506611723918,10.663926470442675,3.715326288875076,0.8022115969652077,0.15067654342146852,-0.9538622892250714,0.9528879691060865,-0.645580369655363,3.0697458430950064,0.13672898420509227,0.08676404777361313,0.879867323601502,0.9985838795728341,92629.31,39.18267,427.597,0.006706727,278.44797,2854.8457,1915.6243,29.115414,769.6045,466.18167,573.387,41.87330498427652,51.8936030102019,0.10171869595957343,7.413803859770629,21.24081718377591,10.941882804551199,11.544473010735912,-1.5916053177923097,10895.698193394428,11033.978811389494,2966.6178409717213,7438.345505011703,286.58041954919804,101.28243055020863
2017,4,0.043787371680537035,0.0,11.647466715658084,11.464365481515415,3.9348230202449486,0.5508979747901321,0.14566572485819052,-0.6975007518121856,0.6965635338929133,-0.1830991161568818,3.7517235541599803,0.33250148362640175,0.08396335658744647,1.1125754290333134,0.9689938942756271,92554.695,39.279427,429.2404,0.0070564603,280.99872,2854.115,1915.7864,28.066555,769.7273,466.19348,573.30975,40.75732658201498,48.75904816041824,0.14783526439031958,7.2782968850031615,17.041280198084532,10.176804468972062,8.457969140599296,-1.8068859854579902,10914.333641044399,11044.646455541175,2966.3246074962603,7424.094837626309,287.4876106011971,96.9425068918267
